event,final_ds_mm,final_dw_mm,n_hits
8718.0,0.30350465961988105,4.166887199872922,14
8720.0,0.21029635586172915,3.9249678459948165,16
8755.0,0.17743404083290307,1.1052509072686678,15
8759.0,0.2246461349947053,4.204085966542928,13
8761.0,0.2543402701924573,3.485739053564277,14
8793.0,0.22696250777745386,3.465022399066374,14
8812.0,0.18864296842650624,1.9385858660964546,16
8821.0,0.25824018547927813,5.025765953284241,14
8845.0,0.24567698328058873,2.067340476323674,14
8852.0,0.2493367410301578,1.1707056383489785,13
8864.0,0.25404142243297884,3.8505753566252703,14
8865.0,0.25657146208756293,2.3730030766209533,14
8869.0,0.2013287254059762,2.7989233244190217,14
8897.0,0.1779159376924983,3.1265263331291915,12
8920.0,0.21537671046191714,1.7184614059229086,15
8938.0,0.2028554287866354,1.667341451715384,13
8942.0,0.1949307007109019,4.750546324661896,13
8967.0,0.21450794081789396,0.8204397216380725,13
8980.0,0.10204710893509769,3.1595379461947566,13
8981.0,0.22093118131497533,3.915403489522089,14
9017.0,0.2706353027963632,4.177856307973828,14
9040.0,0.17680566129725722,5.04467831522849,15
9045.0,0.16582725666129774,3.203615846884493,14
9091.0,0.26667575186434206,3.3603678420818115,15
9118.0,0.14078057754831896,4.194599058544384,14
9119.0,0.16209988764429473,4.736795844387031,14
9158.0,0.2664496516893639,1.3719928692744854,13
9161.0,0.16513689944804028,2.025686794907676,16
9184.0,0.24596968231719102,4.47569297431617,13
9199.0,0.13259665103099147,3.5556406110531515,16
9204.0,0.2250090057919919,3.7804261370650645,14
9237.0,0.23194250415451445,4.476417694855438,13
9288.0,0.25064205493115826,3.4390156674589947,15
9318.0,0.19791285013555154,3.9091460218247858,14
9327.0,0.16950386407811918,1.5826487037862595,13
9334.0,0.1560183979744525,3.1311941727503347,12
9351.0,0.21853585536559714,3.295698143947997,14
9376.0,0.24150552681104293,2.1301978011171228,14
9468.0,0.2526022285708562,4.614833508787331,14
9498.0,0.12241649664490382,2.4703459506627325,16
9501.0,0.2315052858160627,2.8440814081959904,13
9504.0,0.2005100396874494,1.8204236968339524,14
9505.0,0.2650309496587596,4.467135652591369,13
9520.0,0.15200716711897777,4.219105325792774,14
9526.0,0.18680926109847895,2.581930628168693,15
9527.0,0.1970002674927377,3.6866391532702725,13
9552.0,0.1555232848580686,1.5761834841868068,13
9589.0,0.19981960288803874,4.6885763110850895,15
9591.0,0.14439555978703758,2.8061483148251063,16
9611.0,0.17737081596673343,3.4299053732485705,15
9619.0,0.22714846718623702,1.2317108817576694,14
9638.0,0.23218917527702027,3.971585059439892,14
9639.0,0.15163245644402928,4.300957382992938,14
9665.0,0.09754129181331496,4.769824328486549,14
9737.0,0.2639923341136968,4.422674616499921,14
9739.0,0.2520147695350719,4.977906475748014,13
9768.0,0.28093664499178134,3.3303776267828837,14
9780.0,0.22559024278104708,3.7994450964417865,14
9787.0,0.15431742834376214,3.0385969255668486,15
9791.0,0.19079884168294983,0.5340856178038517,13
9806.0,0.2031685553477657,2.7117442779510177,14
9819.0,0.15062839938490313,3.7924029321129993,15
9831.0,0.10932419584301496,4.153152031381182,15
9899.0,0.289756575212975,3.3392102127235668,14
9921.0,0.1071268466188898,4.4900706728509405,14
9933.0,0.10296998733474466,4.884125928585218,14
9934.0,0.2679293217820339,2.3503278773065905,14
10000.0,0.14694606679050895,4.405181495065763,15
