event,photon_pT,weight,found,delta_s,delta_w,n_hits,reason
448.0,2.5424847543571256,0.01,False,,,16,no valid outer-layer seed pairs
449.0,236.03153867908807,0.01,False,,,14,no exact8 plane survived
450.0,15.246360191389384,0.01,False,,,15,no valid outer-layer seed pairs
451.0,12.167405516155602,0.01,False,,,15,no valid outer-layer seed pairs
452.0,2.056362355592483,0.01,False,,,16,no valid outer-layer seed pairs
453.0,48.96205192302918,0.01,False,,,14,no exact8 plane survived
454.0,1.1681613724360933,0.01,False,,,16,no valid outer-layer seed pairs
455.0,18.97687980745614,0.01,False,,,15,no exact8 plane survived
456.0,307.7931181814946,0.01,False,,,13,no exact8 plane survived
457.0,1.317723070398069,0.01,False,,,16,no valid outer-layer seed pairs
459.0,7.915842778996392,0.01,False,,,15,no valid outer-layer seed pairs
461.0,5.815866475469374,0.01,False,,,15,no valid outer-layer seed pairs
463.0,227.1939167000456,0.01,False,,,14,no exact8 plane survived
464.0,96.5122059598149,0.01,False,,,14,no exact8 plane survived
465.0,16.99385161781676,0.01,False,,,15,no valid outer-layer seed pairs
466.0,280.7459205682173,0.01,False,,,14,no exact8 plane survived
467.0,6.908269914814077,0.01,False,,,15,no valid outer-layer seed pairs
468.0,1.0105540365769896,0.01,False,,,14,no valid outer-layer seed pairs
469.0,0.9130271544114816,0.01,False,,,14,no valid outer-layer seed pairs
470.0,3.0372509363082103,0.01,False,,,16,no valid outer-layer seed pairs
471.0,5.572358326631462,0.01,False,,,15,no valid outer-layer seed pairs
472.0,0.7760197342489555,0.01,False,,,12,no valid outer-layer seed pairs
473.0,5.752052154813613,0.01,False,,,15,no valid outer-layer seed pairs
474.0,1.829178639697209,0.01,False,,,16,no valid outer-layer seed pairs
475.0,8.276355972862046,0.01,False,,,15,no valid outer-layer seed pairs
476.0,18.22964610239907,0.01,False,,,15,no valid outer-layer seed pairs
479.0,1.3347065472395625,0.01,False,,,16,no valid outer-layer seed pairs
480.0,86.69275603124743,0.01,False,,,14,no exact8 plane survived
483.0,0.7328053847503236,0.01,False,,,10,no valid outer-layer seed pairs
485.0,13.791533908972822,0.01,False,,,15,no valid outer-layer seed pairs
488.0,2.968749175091276,0.01,False,,,16,no valid outer-layer seed pairs
490.0,9.247530569579252,0.01,False,,,15,no valid outer-layer seed pairs
491.0,4.218009724388518,0.01,False,,,16,no valid outer-layer seed pairs
492.0,0.9115136176031894,0.01,False,,,14,no valid outer-layer seed pairs
493.0,1.3746265007184109,0.01,False,,,16,no valid outer-layer seed pairs
494.0,32.87922778067476,0.01,False,,,15,no exact8 plane survived
495.0,28.0190137141316,0.01,False,,,15,no exact8 plane survived
498.0,2.575306330171835,0.01,False,,,16,no valid outer-layer seed pairs
499.0,1.6472812939614068,0.01,False,,,16,no valid outer-layer seed pairs
500.0,0.8288969239767928,0.01,False,,,12,no valid outer-layer seed pairs
501.0,8.485560461797922,0.01,False,,,15,no valid outer-layer seed pairs
502.0,124.36335466910394,0.01,False,,,14,no exact8 plane survived
503.0,5.3518758386605,0.01,False,,,15,no valid outer-layer seed pairs
504.0,34.33393615392324,0.01,False,,,15,no exact8 plane survived
505.0,2.410873386401678,0.01,False,,,16,no valid outer-layer seed pairs
506.0,0.5752439038708007,0.01,False,,,8,no valid outer-layer seed pairs
509.0,6.912799727715034,0.01,False,,,15,no valid outer-layer seed pairs
510.0,11.293968157636678,0.01,False,,,15,no valid outer-layer seed pairs
511.0,5.107212569176173,0.01,False,,,15,no valid outer-layer seed pairs
513.0,137.2204787912015,0.01,False,,,14,no exact8 plane survived
514.0,440.6293151559073,0.01,False,,,13,no exact8 plane survived
515.0,3.509579576186212,0.01,False,,,16,no valid outer-layer seed pairs
516.0,2.607413033588861,0.01,False,,,16,no valid outer-layer seed pairs
517.0,2.2744109324115525,0.01,False,,,16,no valid outer-layer seed pairs
518.0,0.5382631949163309,0.01,False,,,8,no valid outer-layer seed pairs
519.0,1.9826537256594048,0.01,False,,,16,no valid outer-layer seed pairs
520.0,285.4075550470994,0.01,False,,,13,no exact8 plane survived
522.0,22.2045769433774,0.01,False,,,15,no exact8 plane survived
523.0,4.20362425994498,0.01,False,,,15,no valid outer-layer seed pairs
524.0,1.8943698983734056,0.01,False,,,16,no valid outer-layer seed pairs
526.0,1.051441929344399,0.01,False,,,16,no valid outer-layer seed pairs
527.0,162.4603956018097,0.01,False,,,14,no exact8 plane survived
528.0,26.42202240567901,0.01,False,,,15,no exact8 plane survived
529.0,104.56103236316017,0.01,False,,,14,no exact8 plane survived
530.0,1.134597253807479,0.01,False,,,16,no valid outer-layer seed pairs
531.0,9.930278694811262,0.01,False,,,15,no valid outer-layer seed pairs
532.0,4.660828035353691,0.01,False,,,16,no valid outer-layer seed pairs
533.0,146.29610121910687,0.01,False,,,14,no exact8 plane survived
535.0,0.7288569050596484,0.01,False,,,10,no valid outer-layer seed pairs
539.0,223.90953121535173,0.01,False,,,13,no exact8 plane survived
540.0,330.9007108868793,0.01,False,,,13,no exact8 plane survived
541.0,408.208247618556,0.01,False,,,13,no exact8 plane survived
542.0,62.5962982686563,0.01,False,,,14,no exact8 plane survived
543.0,1.4671020473467005,0.01,False,,,16,no valid outer-layer seed pairs
544.0,51.42218811087759,0.01,False,,,14,no exact8 plane survived
546.0,4.020689327940691,0.01,False,,,15,no valid outer-layer seed pairs
549.0,8.29362967828548,0.01,False,,,15,no valid outer-layer seed pairs
550.0,131.83358263373125,0.01,False,,,14,no exact8 plane survived
551.0,1.575931204208174,0.01,False,,,16,no valid outer-layer seed pairs
553.0,28.95147069842403,0.01,False,,,15,no exact8 plane survived
554.0,66.64632759219654,0.01,False,,,14,no exact8 plane survived
