event,n_valid_seeds,min_seed_ds,median_seed_ds,max_seed_ds
7715,1,0.20446276243706774,0.20446276243706774,0.20446276243706774
7720,1,0.1910203448321302,0.1910203448321302,0.1910203448321302
7723,1,0.3463698012565241,0.3463698012565241,0.3463698012565241
7751,1,0.34935598611028756,0.34935598611028756,0.34935598611028756
7757,1,0.33274095024686395,0.33274095024686395,0.33274095024686395
7788,1,0.17456925112657626,0.17456925112657626,0.17456925112657626
7800,1,0.47906157166474206,0.47906157166474206,0.47906157166474206
7801,1,0.09231769696850463,0.09231769696850463,0.09231769696850463
7812,1,0.09262573509033512,0.09262573509033512,0.09262573509033512
7818,1,0.4725712429501555,0.4725712429501555,0.4725712429501555
7841,1,0.426438693883372,0.426438693883372,0.426438693883372
7844,1,0.18450415545697213,0.18450415545697213,0.18450415545697213
7855,1,0.3279167371184368,0.3279167371184368,0.3279167371184368
7856,1,0.2141480427984073,0.2141480427984073,0.2141480427984073
7921,1,0.04282093367238744,0.04282093367238744,0.04282093367238744
