event,layer,n1_distance_mm,passes_0p5
524.0,1302,0.10033538136949378,True
524.0,1302,0.00318348251717395,True
599.0,1304,0.5883327647505581,False
599.0,1304,0.7380426502816193,False
599.0,1302,0.04740500544264219,True
599.0,1302,0.2127258809845572,True
605.0,1304,0.17261031564248253,True
605.0,1304,0.26304141406365594,True
605.0,1302,0.5460884933156972,False
605.0,1302,0.5097869618022086,False
631.0,1304,0.718188646378972,False
631.0,1304,0.1151142996240534,True
631.0,1302,0.3643031767056261,True
631.0,1302,0.2746448953304671,True
657.0,1304,0.10587517067180494,True
657.0,1304,0.6351681240201472,False
657.0,1302,0.07212873867902103,True
657.0,1302,0.5396827139262637,False
658.0,1304,0.08806997200933256,True
658.0,1304,0.5529140851455623,False
658.0,1302,0.46039025144395035,True
658.0,1302,1.3384580644377946,False
665.0,1304,0.39467356425995204,True
665.0,1304,1.432534685175618,False
665.0,1302,0.6710756929915749,False
665.0,1302,0.1405964467043335,True
679.0,1304,0.6221107265613176,False
679.0,1304,1.4045976649899783,False
679.0,1302,0.9186261187650321,False
679.0,1302,2.891145502155825,False
726.0,1304,0.8647871424670093,False
726.0,1304,0.41705454683074544,True
726.0,1302,0.08611936120713798,True
726.0,1302,0.601637582281,False
733.0,1304,0.5689603628431056,False
733.0,1304,0.07046493234761222,True
733.0,1302,0.017378652131382344,True
733.0,1302,0.5428204285702154,False
747.0,1304,0.12145038034052848,True
747.0,1304,0.8556618700787268,False
747.0,1302,0.07478198643002,True
747.0,1302,1.6217815594350742,False
774.0,1304,0.3783682709784743,True
774.0,1304,0.2332864231686466,True
774.0,1302,0.12419001563629084,True
774.0,1302,0.6120374041925759,False
830.0,1304,0.8838078275068662,False
830.0,1304,0.6184051343554627,False
830.0,1302,1.0176008984786713,False
830.0,1302,0.8968168474037079,False
873.0,1304,0.8920428609478054,False
873.0,1304,1.0513795712153011,False
873.0,1302,0.83444348179071,False
873.0,1302,0.04276242207790197,True
925.0,1304,0.6128049906963018,False
925.0,1304,1.535788544016975,False
925.0,1302,1.3104830225909552,False
925.0,1302,0.3291810649554781,True
934.0,1304,0.394811538323044,True
934.0,1304,0.10607146959568792,True
934.0,1302,0.38459122328498013,True
934.0,1302,0.5505005403977181,False
987.0,1304,0.20656214096480163,True
987.0,1304,0.04114787866241672,True
987.0,1302,0.08245991056381222,True
987.0,1302,0.3266821795509065,True
990.0,1304,1.6153278670172286,False
990.0,1304,1.3785894735805888,False
990.0,1302,0.6565244682295311,False
990.0,1302,1.5353583059327864,False
1008.0,1304,0.16480098251821873,True
1008.0,1304,0.38520945236934323,True
1008.0,1302,0.07775415822451909,True
1008.0,1302,0.31932085299024393,True
1013.0,1304,0.019692340076099518,True
1013.0,1304,0.5601222503695003,False
1013.0,1302,0.5433936876528607,False
1013.0,1302,0.3272186580032919,True
1061.0,1304,0.9061478739598,False
1061.0,1304,0.5305936995846796,False
1061.0,1302,0.5751704839078768,False
1061.0,1302,0.1911147522340002,True
1068.0,1304,0.32248843817812,True
1068.0,1304,0.6522756482888957,False
1068.0,1302,0.474891339518761,True
