event,mu,hard_found,pu_found,transition,hard_ds,pu_ds,hard_dw,pu_dw,hard_hits,combined_hits,pu_events
599,5,False,False,0->0,,,,,16,959,"715,988,528,678,491"
600,5,False,False,0->0,,,,,16,1460,"660,524,460,876,210"
601,5,False,False,0->0,,,,,16,619,"17,854,823,588,930"
602,5,False,False,0->0,,,,,16,810,"560,390,421,265,703"
604,5,False,False,0->0,,,,,16,896,"787,253,895,381,910"
605,5,False,False,0->0,,,,,16,1123,"703,177,216,982,70"
606,5,False,False,0->0,,,,,16,632,"1000,726,676,145,192"
608,5,False,False,0->0,,,,,16,937,"814,218,76,200,652"
609,5,False,False,0->0,,,,,16,397,"568,960,564,550,662"
610,5,False,False,0->0,,,,,16,901,"622,467,955,861,745"
612,5,False,False,0->0,,,,,16,1233,"998,233,530,643,835"
613,5,False,False,0->0,,,,,16,433,"439,684,510,857,254"
614,5,False,False,0->0,,,,,16,1422,"886,113,871,207,50"
615,5,False,False,0->0,,,,,16,566,"995,465,241,616,580"
618,5,False,False,0->0,,,,,16,1297,"408,37,604,426,892"
619,5,False,False,0->0,,,,,16,1404,"428,368,259,143,441"
620,5,False,False,0->0,,,,,16,791,"150,162,68,959,793"
623,5,False,False,0->0,,,,,16,1306,"214,716,282,607,112"
625,5,False,False,0->0,,,,,16,631,"322,619,280,774,649"
626,5,False,False,0->0,,,,,16,1086,"524,392,321,886,471"
629,5,False,False,0->0,,,,,16,1095,"750,46,711,876,788"
630,5,False,False,0->0,,,,,16,397,"731,933,67,574,11"
631,5,False,False,0->0,,,,,16,862,"332,546,898,447,111"
632,5,False,False,0->0,,,,,16,833,"197,581,203,175,106"
633,5,False,False,0->0,,,,,16,676,"721,456,760,407,777"
634,5,False,False,0->0,,,,,16,1429,"874,442,392,980,897"
635,5,False,False,0->0,,,,,16,453,"737,43,948,29,220"
637,5,False,False,0->0,,,,,16,686,"64,159,729,67,9"
639,5,False,False,0->0,,,,,16,858,"801,488,97,220,114"
640,5,False,False,0->0,,,,,16,781,"886,606,702,228,928"
644,5,False,False,0->0,,,,,16,504,"145,34,930,352,926"
645,5,False,False,0->0,,,,,16,755,"545,971,787,778,527"
646,5,False,False,0->0,,,,,16,818,"680,206,709,331,453"
647,5,False,False,0->0,,,,,16,797,"338,837,414,85,173"
648,5,False,False,0->0,,,,,16,1106,"263,434,681,558,163"
651,5,False,False,0->0,,,,,16,820,"387,404,303,96,197"
652,5,False,False,0->0,,,,,16,1818,"72,856,845,880,162"
653,5,False,False,0->0,,,,,16,191,"325,307,862,742,958"
654,5,False,False,0->0,,,,,16,539,"662,643,580,475,602"
655,5,False,False,0->0,,,,,16,848,"439,110,755,718,607"
656,5,False,False,0->0,,,,,16,396,"1000,142,760,842,919"
657,5,False,False,0->0,,,,,16,1536,"646,155,843,88,143"
658,5,False,False,0->0,,,,,16,697,"85,753,92,750,763"
659,5,False,False,0->0,,,,,16,1157,"801,974,530,113,718"
660,5,False,False,0->0,,,,,16,848,"186,826,87,72,684"
661,5,False,False,0->0,,,,,16,1028,"852,95,752,999,764"
663,5,False,False,0->0,,,,,16,1092,"728,52,169,513,690"
664,5,False,False,0->0,,,,,16,665,"121,488,555,196,920"
665,5,False,False,0->0,,,,,16,690,"745,859,242,73,642"
666,5,False,False,0->0,,,,,16,512,"189,895,161,599,487"
667,5,False,False,0->0,,,,,16,1322,"532,746,785,491,726"
670,5,False,False,0->0,,,,,16,795,"518,94,319,239,92"
673,5,False,False,0->0,,,,,16,911,"402,883,937,473,704"
674,5,False,False,0->0,,,,,16,426,"856,175,182,855,317"
675,5,False,False,0->0,,,,,16,617,"526,42,642,457,843"
676,5,False,False,0->0,,,,,16,919,"735,637,722,762,44"
678,5,False,False,0->0,,,,,16,563,"433,859,970,469,995"
679,5,False,False,0->0,,,,,16,1105,"24,109,848,442,591"
680,5,False,False,0->0,,,,,16,432,"206,878,54,601,371"
681,5,False,False,0->0,,,,,16,1430,"888,188,975,88,681"
682,5,False,False,0->0,,,,,16,951,"257,676,651,403,293"
685,5,False,False,0->0,,,,,16,1838,"974,657,60,805,590"
687,5,False,False,0->0,,,,,16,585,"459,161,374,13,617"
688,5,False,False,0->0,,,,,16,821,"185,629,678,131,2"
689,5,False,False,0->0,,,,,16,825,"1,413,15,16,749"
690,5,False,False,0->0,,,,,16,340,"603,551,125,581,347"
692,5,False,False,0->0,,,,,16,828,"735,761,2,757,279"
693,5,False,False,0->0,,,,,16,779,"385,290,429,310,555"
694,5,False,False,0->0,,,,,16,353,"128,704,903,890,745"
696,5,False,False,0->0,,,,,16,915,"288,758,821,21,649"
699,5,False,False,0->0,,,,,16,460,"64,398,276,511,207"
700,5,False,False,0->0,,,,,16,1569,"251,428,172,38,657"
701,5,False,False,0->0,,,,,16,1089,"402,563,458,827,238"
703,5,False,False,0->0,,,,,16,806,"687,22,440,987,585"
704,5,False,False,0->0,,,,,16,1438,"547,374,733,920,776"
705,5,False,False,0->0,,,,,16,914,"817,250,242,51,363"
706,5,False,False,0->0,,,,,16,687,"726,733,340,507,53"
708,5,False,False,0->0,,,,,16,919,"269,314,975,569,488"
709,5,False,False,0->0,,,,,16,712,"105,369,100,638,400"
710,5,False,False,0->0,,,,,16,807,"124,469,473,192,188"
711,5,False,False,0->0,,,,,16,1302,"479,619,114,157,204"
713,5,False,False,0->0,,,,,16,956,"777,248,42,164,903"
714,5,False,False,0->0,,,,,16,732,"676,754,488,961,905"
715,5,False,False,0->0,,,,,16,868,"409,160,507,648,223"
716,5,False,False,0->0,,,,,16,754,"948,337,486,599,185"
717,5,False,False,0->0,,,,,16,782,"392,359,716,947,571"
718,5,False,False,0->0,,,,,16,720,"605,39,107,250,97"
721,5,False,False,0->0,,,,,16,1088,"505,15,640,200,25"
722,5,False,False,0->0,,,,,16,940,"39,441,302,390,239"
723,5,False,False,0->0,,,,,16,986,"405,922,379,991,79"
724,5,False,False,0->0,,,,,16,796,"451,498,973,397,793"
725,5,False,False,0->0,,,,,16,1275,"233,876,736,487,488"
726,5,False,False,0->0,,,,,16,764,"394,908,835,430,655"
727,5,False,False,0->0,,,,,16,787,"873,198,612,479,141"
729,5,False,False,0->0,,,,,16,589,"51,905,97,474,519"
730,5,False,False,0->0,,,,,16,1145,"255,618,924,643,12"
731,5,False,False,0->0,,,,,16,306,"860,708,146,595,790"
732,5,False,False,0->0,,,,,16,589,"347,142,536,788,979"
733,5,False,False,0->0,,,,,16,612,"106,297,536,636,29"
734,5,False,False,0->0,,,,,16,654,"672,231,638,686,833"
735,5,False,False,0->0,,,,,16,1009,"397,838,105,229,710"
737,5,False,False,0->0,,,,,16,1813,"547,197,62,998,659"
738,5,False,False,0->0,,,,,16,823,"705,568,407,543,216"
740,5,False,False,0->0,,,,,16,794,"460,811,117,753,488"
741,5,False,False,0->0,,,,,16,905,"535,32,769,728,420"
743,5,False,False,0->0,,,,,16,1114,"863,929,567,617,342"
744,5,False,False,0->0,,,,,16,866,"147,220,880,707,616"
746,5,False,False,0->0,,,,,16,354,"813,54,29,145,801"
747,5,False,False,0->0,,,,,16,328,"603,586,13,144,60"
748,5,False,False,0->0,,,,,16,1569,"9,863,844,119,38"
749,5,False,False,0->0,,,,,16,1048,"512,327,774,204,756"
750,5,False,False,0->0,,,,,16,1429,"990,919,874,264,878"
751,5,False,False,0->0,,,,,16,862,"610,829,182,501,288"
754,5,False,False,0->0,,,,,16,1195,"290,667,649,558,740"
755,5,False,False,0->0,,,,,16,590,"314,642,109,250,5"
756,5,False,False,0->0,,,,,16,594,"970,978,97,304,347"
757,5,False,False,0->0,,,,,16,761,"370,324,63,507,527"
759,5,False,False,0->0,,,,,16,808,"643,263,90,407,72"
760,5,False,False,0->0,,,,,16,1031,"883,310,848,229,31"
762,5,False,False,0->0,,,,,16,1000,"776,554,409,403,192"
765,5,False,False,0->0,,,,,16,798,"817,267,590,299,369"
767,5,False,False,0->0,,,,,16,773,"303,786,238,741,324"
769,5,False,False,0->0,,,,,16,919,"877,523,252,829,711"
771,5,False,False,0->0,,,,,16,1094,"5,72,362,626,737"
773,5,False,False,0->0,,,,,16,329,"734,934,781,82,145"
774,5,False,False,0->0,,,,,16,405,"789,855,371,80,125"
775,5,False,False,0->0,,,,,16,946,"314,867,876,487,154"
777,5,False,False,0->0,,,,,16,1361,"229,588,950,395,284"
778,5,False,False,0->0,,,,,16,1121,"283,888,264,329,270"
779,5,False,False,0->0,,,,,16,456,"386,428,121,811,575"
780,5,False,False,0->0,,,,,16,1149,"183,257,416,801,917"
781,5,False,False,0->0,,,,,16,1306,"313,262,166,686,150"
782,5,False,False,0->0,,,,,16,984,"43,708,750,787,845"
783,5,False,False,0->0,,,,,16,1645,"463,584,776,823,147"
785,5,False,False,0->0,,,,,16,1028,"154,930,522,453,437"
786,5,False,False,0->0,,,,,16,1089,"680,98,343,730,859"
787,5,False,False,0->0,,,,,16,1122,"313,721,303,779,591"
788,5,False,False,0->0,,,,,16,308,"371,315,842,269,866"
791,5,False,False,0->0,,,,,16,905,"793,83,777,643,59"
792,5,False,False,0->0,,,,,16,1534,"949,659,646,188,265"
794,5,False,False,0->0,,,,,16,1179,"572,460,994,874,555"
796,5,False,False,0->0,,,,,16,1025,"723,171,437,242,490"
797,5,False,False,0->0,,,,,16,1675,"563,84,208,356,896"
798,5,False,False,0->0,,,,,16,273,"393,18,852,985,603"
800,5,False,False,0->0,,,,,16,1487,"197,233,582,173,370"
801,5,False,False,0->0,,,,,16,731,"375,770,855,551,519"
804,5,False,False,0->0,,,,,16,1223,"600,964,11,994,253"
806,5,False,False,0->0,,,,,16,459,"726,192,910,796,487"
807,5,False,False,0->0,,,,,16,846,"412,152,252,598,850"
809,5,False,False,0->0,,,,,16,475,"780,611,279,443,501"
810,5,False,False,0->0,,,,,16,1425,"989,590,97,25,140"
811,5,False,False,0->0,,,,,16,574,"83,662,658,873,472"
813,5,False,False,0->0,,,,,16,960,"823,822,56,132,938"
815,5,False,False,0->0,,,,,16,301,"610,515,443,622,692"
818,5,False,False,0->0,,,,,16,636,"125,333,582,410,272"
822,5,False,False,0->0,,,,,16,1087,"214,16,541,140,877"
823,5,False,False,0->0,,,,,16,810,"528,53,706,303,586"
825,5,False,False,0->0,,,,,16,975,"790,987,289,796,223"
826,5,False,False,0->0,,,,,16,514,"371,598,31,609,771"
827,5,False,False,0->0,,,,,16,1214,"209,441,871,862,754"
828,5,False,False,0->0,,,,,16,659,"866,650,80,891,198"
830,5,False,False,0->0,,,,,16,517,"172,683,911,186,872"
832,5,False,False,0->0,,,,,16,727,"224,22,566,483,569"
833,5,False,False,0->0,,,,,16,1443,"782,896,270,978,987"
834,5,False,False,0->0,,,,,16,1061,"287,180,197,200,620"
835,5,False,False,0->0,,,,,16,754,"926,1,344,106,119"
836,5,False,False,0->0,,,,,16,550,"360,490,451,654,773"
837,5,False,False,0->0,,,,,16,570,"689,303,611,77,198"
838,5,False,False,0->0,,,,,16,817,"759,63,164,177,194"
839,5,False,False,0->0,,,,,16,1184,"831,333,836,210,928"
840,5,False,False,0->0,,,,,16,443,"317,527,60,986,615"
842,5,False,False,0->0,,,,,16,625,"104,497,260,556,205"
844,5,False,False,0->0,,,,,16,879,"599,663,198,384,205"
845,5,False,False,0->0,,,,,16,335,"77,99,854,308,935"
846,5,False,False,0->0,,,,,16,796,"9,359,244,120,868"
847,5,False,False,0->0,,,,,16,1591,"981,494,485,316,230"
852,5,False,False,0->0,,,,,16,864,"68,564,74,942,327"
853,5,False,False,0->0,,,,,16,514,"179,25,734,616,81"
856,5,False,False,0->0,,,,,16,1151,"394,582,541,764,934"
858,5,False,False,0->0,,,,,16,1524,"802,709,844,915,659"
859,5,False,False,0->0,,,,,16,1111,"855,175,532,448,669"
860,5,False,False,0->0,,,,,16,680,"298,299,67,833,5"
861,5,False,False,0->0,,,,,16,896,"21,523,964,116,683"
863,5,False,False,0->0,,,,,16,666,"443,641,261,110,677"
864,5,False,False,0->0,,,,,16,746,"453,911,732,37,355"
865,5,False,False,0->0,,,,,16,462,"801,757,60,542,935"
866,5,False,False,0->0,,,,,16,538,"554,228,646,161,4"
868,5,False,False,0->0,,,,,16,1975,"140,294,700,388,8"
870,5,False,False,0->0,,,,,16,897,"63,987,573,580,635"
872,5,False,False,0->0,,,,,16,973,"730,402,20,84,33"
873,5,False,False,0->0,,,,,16,712,"781,622,702,327,379"
875,5,False,False,0->0,,,,,16,642,"49,111,641,715,158"
876,5,False,False,0->0,,,,,16,445,"31,813,854,239,539"
877,5,False,False,0->0,,,,,16,988,"731,741,971,90,930"
879,5,False,False,0->0,,,,,16,991,"625,76,448,518,163"
880,5,False,False,0->0,,,,,16,1055,"842,468,639,205,845"
882,5,False,False,0->0,,,,,16,513,"832,649,486,266,572"
886,5,False,False,0->0,,,,,16,1021,"805,840,643,99,24"
889,5,False,False,0->0,,,,,16,1019,"623,456,518,493,616"
893,5,False,False,0->0,,,,,16,892,"888,268,879,416,521"
894,5,False,False,0->0,,,,,16,345,"662,117,696,704,186"
895,5,False,False,0->0,,,,,16,1463,"940,36,544,251,774"
897,5,False,False,0->0,,,,,16,854,"395,860,684,244,759"
898,5,False,False,0->0,,,,,16,420,"226,638,196,595,993"
899,5,False,False,0->0,,,,,16,353,"905,193,378,7,685"
900,5,False,False,0->0,,,,,16,635,"910,605,777,386,597"
901,5,False,False,0->0,,,,,16,549,"409,203,722,518,402"
902,5,False,False,0->0,,,,,16,1177,"291,801,2,312,302"
903,5,False,False,0->0,,,,,16,1787,"544,69,948,750,634"
904,5,False,False,0->0,,,,,16,1094,"42,726,942,119,571"
905,5,False,False,0->0,,,,,16,996,"131,479,764,804,961"
907,5,False,False,0->0,,,,,16,312,"477,80,280,553,597"
909,5,False,False,0->0,,,,,16,999,"800,111,352,14,970"
910,5,False,False,0->0,,,,,16,673,"242,658,25,669,40"
913,5,False,False,0->0,,,,,16,582,"37,42,225,497,142"
914,5,False,False,0->0,,,,,16,474,"203,758,636,589,649"
915,5,False,False,0->0,,,,,16,353,"46,506,537,811,511"
916,5,False,False,0->0,,,,,16,873,"572,826,909,844,943"
917,5,False,False,0->0,,,,,16,726,"223,605,323,731,411"
920,5,False,False,0->0,,,,,16,461,"59,564,282,196,323"
921,5,False,False,0->0,,,,,16,1063,"463,365,97,770,717"
922,5,False,False,0->0,,,,,16,697,"920,726,637,169,798"
923,5,False,False,0->0,,,,,16,969,"680,409,511,854,710"
924,5,False,False,0->0,,,,,16,1391,"797,343,7,685,505"
925,5,False,False,0->0,,,,,16,869,"321,99,921,493,265"
926,5,False,False,0->0,,,,,16,579,"179,25,355,105,761"
930,5,False,False,0->0,,,,,16,455,"984,31,486,404,994"
931,5,False,False,0->0,,,,,16,375,"707,810,465,557,479"
932,5,False,False,0->0,,,,,16,878,"369,816,530,973,44"
933,5,False,False,0->0,,,,,16,355,"138,555,316,82,575"
934,5,False,False,0->0,,,,,16,197,"666,279,133,975,249"
936,5,False,False,0->0,,,,,16,1129,"92,163,214,823,141"
938,5,False,False,0->0,,,,,16,892,"438,350,360,684,203"
941,5,False,False,0->0,,,,,16,933,"490,368,510,857,121"
942,5,False,False,0->0,,,,,16,382,"176,521,972,793,761"
943,5,False,False,0->0,,,,,16,1108,"21,700,636,20,631"
944,5,False,False,0->0,,,,,16,540,"239,47,271,740,77"
945,5,False,False,0->0,,,,,16,262,"886,476,407,956,742"
949,5,False,False,0->0,,,,,16,738,"983,652,508,690,642"
950,5,False,False,0->0,,,,,16,840,"452,248,858,572,418"
951,5,False,False,0->0,,,,,16,468,"985,565,397,50,167"
952,5,False,False,0->0,,,,,16,646,"342,97,441,39,327"
953,5,False,False,0->0,,,,,16,925,"677,862,290,599,242"
956,5,False,False,0->0,,,,,16,728,"494,289,687,597,214"
957,5,False,False,0->0,,,,,16,871,"856,793,750,473,57"
958,5,False,False,0->0,,,,,16,1203,"591,494,197,374,477"
962,5,False,False,0->0,,,,,16,992,"312,743,830,224,542"
963,5,False,False,0->0,,,,,16,953,"273,103,146,469,424"
964,5,False,False,0->0,,,,,16,1166,"871,455,603,861,613"
965,5,False,False,0->0,,,,,16,789,"591,187,981,124,710"
966,5,False,False,0->0,,,,,16,565,"344,911,127,528,899"
967,5,False,False,0->0,,,,,16,302,"269,414,589,557,397"
968,5,False,False,0->0,,,,,16,1725,"815,284,350,313,541"
969,5,False,False,0->0,,,,,16,777,"1,134,620,324,935"
970,5,False,False,0->0,,,,,16,845,"988,612,279,418,322"
971,5,False,False,0->0,,,,,16,645,"231,723,27,823,586"
972,5,False,False,0->0,,,,,16,689,"691,177,630,710,730"
973,5,False,False,0->0,,,,,16,796,"1,424,260,251,959"
974,5,False,False,0->0,,,,,16,781,"702,499,77,520,11"
975,5,False,False,0->0,,,,,16,971,"977,181,933,765,578"
976,5,False,False,0->0,,,,,16,806,"177,468,681,977,739"
977,5,False,False,0->0,,,,,16,410,"888,15,391,344,97"
978,5,False,False,0->0,,,,,16,878,"86,504,795,87,487"
979,5,False,False,0->0,,,,,16,662,"670,983,477,547,512"
980,5,False,False,0->0,,,,,16,396,"342,85,722,293,588"
982,5,False,False,0->0,,,,,16,773,"448,586,678,146,17"
983,5,False,False,0->0,,,,,16,1606,"966,426,606,776,930"
985,5,False,False,0->0,,,,,16,874,"517,325,626,984,538"
986,5,False,False,0->0,,,,,16,1109,"362,368,280,663,668"
987,5,False,False,0->0,,,,,16,1161,"988,599,390,504,952"
988,5,False,False,0->0,,,,,16,690,"629,492,61,924,320"
990,5,False,False,0->0,,,,,16,1099,"50,490,68,673,746"
992,5,False,False,0->0,,,,,16,598,"76,487,908,467,500"
994,5,False,False,0->0,,,,,16,556,"796,133,591,433,262"
995,5,False,False,0->0,,,,,16,1498,"624,578,488,333,108"
996,5,False,False,0->0,,,,,16,1892,"340,652,95,419,84"
997,5,False,False,0->0,,,,,16,965,"541,772,162,793,62"
998,5,False,False,0->0,,,,,16,695,"616,854,994,737,289"
999,5,False,False,0->0,,,,,16,492,"906,459,233,265,910"
1000,5,False,False,0->0,,,,,16,578,"93,387,568,972,582"
1001,5,False,False,0->0,,,,,16,438,"322,778,245,297,440"
1002,5,False,False,0->0,,,,,16,753,"781,357,400,248,844"
1003,5,False,False,0->0,,,,,16,501,"135,961,156,947,913"
1005,5,False,False,0->0,,,,,16,770,"601,337,447,486,754"
1006,5,False,False,0->0,,,,,16,1079,"966,206,578,342,325"
1008,5,False,False,0->0,,,,,16,1262,"735,190,589,508,743"
1009,5,False,False,0->0,,,,,16,1196,"794,36,748,468,795"
1010,5,False,False,0->0,,,,,16,343,"519,984,100,199,872"
1011,5,False,False,0->0,,,,,16,768,"302,203,893,433,897"
1012,5,False,False,0->0,,,,,16,1333,"544,297,811,173,789"
1013,5,False,False,0->0,,,,,16,598,"969,33,379,268,97"
1014,5,False,False,0->0,,,,,16,377,"274,181,940,461,176"
1016,5,False,False,0->0,,,,,16,334,"69,786,70,126,872"
1019,5,False,False,0->0,,,,,16,616,"496,54,865,693,788"
1020,5,False,False,0->0,,,,,16,552,"498,171,303,277,59"
1022,5,False,False,0->0,,,,,16,384,"862,385,241,177,940"
1023,5,False,False,0->0,,,,,16,800,"541,546,101,728,789"
1024,5,False,False,0->0,,,,,16,417,"795,167,425,908,986"
1025,5,False,False,0->0,,,,,16,655,"768,673,595,593,304"
1026,5,False,False,0->0,,,,,16,370,"33,850,491,697,745"
1027,5,False,False,0->0,,,,,16,1257,"681,988,218,883,387"
1028,5,False,False,0->0,,,,,16,1707,"806,104,735,673,874"
1029,5,False,False,0->0,,,,,16,767,"87,536,481,972,550"
1030,5,False,False,0->0,,,,,16,426,"656,770,379,80,778"
1031,5,False,False,0->0,,,,,16,994,"725,403,325,183,230"
1032,5,False,False,0->0,,,,,16,1027,"892,482,61,560,679"
1033,5,False,False,0->0,,,,,16,410,"403,533,212,85,473"
1034,5,False,False,0->0,,,,,16,976,"512,50,422,357,556"
1036,5,False,False,0->0,,,,,16,1027,"940,498,507,652,290"
1037,5,False,False,0->0,,,,,16,271,"560,950,500,445,851"
1038,5,False,False,0->0,,,,,16,607,"259,415,675,407,752"
1039,5,False,False,0->0,,,,,16,650,"692,511,200,727,599"
1041,5,False,False,0->0,,,,,16,771,"471,625,522,947,420"
1042,5,False,False,0->0,,,,,16,632,"86,266,316,573,428"
1043,5,False,False,0->0,,,,,16,1167,"713,560,130,764,199"
1044,5,False,False,0->0,,,,,16,1104,"677,547,753,259,594"
1048,5,False,False,0->0,,,,,16,503,"372,511,420,299,680"
1049,5,False,False,0->0,,,,,16,565,"133,719,769,574,119"
1050,5,False,False,0->0,,,,,16,499,"440,521,130,640,110"
1051,5,False,False,0->0,,,,,16,449,"631,757,356,148,550"
1052,5,False,False,0->0,,,,,16,1366,"715,482,143,669,755"
1053,5,False,False,0->0,,,,,16,541,"737,566,119,489,907"
1054,5,False,False,0->0,,,,,16,827,"575,248,302,943,995"
1055,5,False,False,0->0,,,,,16,828,"401,327,87,498,255"
1056,5,False,False,0->0,,,,,16,842,"761,439,92,174,730"
1057,5,False,False,0->0,,,,,16,491,"156,870,158,605,452"
1059,5,False,False,0->0,,,,,16,590,"952,731,660,653,31"
1060,5,False,False,0->0,,,,,16,528,"346,14,875,530,618"
1061,5,False,False,0->0,,,,,16,1250,"2,728,966,364,229"
1062,5,False,False,0->0,,,,,16,443,"266,131,877,235,305"
1063,5,False,False,0->0,,,,,16,872,"365,143,859,107,619"
1065,5,False,False,0->0,,,,,16,575,"430,574,677,719,391"
1066,5,False,False,0->0,,,,,16,801,"458,695,172,226,265"
1067,5,False,False,0->0,,,,,16,731,"823,570,921,135,467"
1068,5,False,False,0->0,,,,,16,1254,"598,99,210,90,93"
1069,5,False,False,0->0,,,,,16,659,"79,554,481,454,945"
1070,5,False,False,0->0,,,,,16,647,"790,669,557,371,749"
1071,5,False,False,0->0,,,,,16,850,"48,76,578,126,935"
1072,5,False,False,0->0,,,,,16,634,"534,193,975,988,794"
1073,5,False,False,0->0,,,,,16,185,"144,734,280,14,654"
1074,5,False,False,0->0,,,,,16,1194,"37,230,131,801,26"
1075,5,False,False,0->0,,,,,16,1591,"746,795,412,493,350"
1076,5,False,False,0->0,,,,,16,1682,"871,163,630,238,771"
1077,5,False,False,0->0,,,,,16,784,"426,898,228,885,914"
1078,5,False,False,0->0,,,,,16,521,"332,694,979,356,981"
1079,5,False,False,0->0,,,,,16,462,"270,201,940,169,675"
1080,5,False,False,0->0,,,,,16,568,"390,968,760,207,245"
1082,5,False,False,0->0,,,,,16,664,"55,397,927,117,415"
1083,5,False,False,0->0,,,,,16,951,"437,662,627,442,746"
1084,5,False,False,0->0,,,,,16,1135,"532,141,390,755,505"
1085,5,False,False,0->0,,,,,16,486,"895,990,282,885,991"
1086,5,False,False,0->0,,,,,16,700,"821,433,535,54,759"
1087,5,False,False,0->0,,,,,16,317,"34,794,245,18,452"
1089,5,False,False,0->0,,,,,16,441,"831,74,895,106,515"
1090,5,False,False,0->0,,,,,16,1802,"652,865,381,482,405"
1091,5,False,False,0->0,,,,,16,970,"773,935,162,117,319"
1092,5,False,False,0->0,,,,,16,1184,"125,824,963,776,277"
1093,5,False,False,0->0,,,,,16,492,"138,915,58,755,855"
1095,5,False,False,0->0,,,,,16,879,"816,273,346,520,620"
1096,5,False,False,0->0,,,,,16,705,"235,994,346,536,249"
1097,5,False,False,0->0,,,,,16,811,"640,152,57,15,634"
1099,5,False,False,0->0,,,,,16,987,"533,895,879,99,208"
1100,5,False,False,0->0,,,,,16,1200,"874,858,116,278,457"
1102,5,False,False,0->0,,,,,16,786,"485,715,783,558,613"
1104,5,False,False,0->0,,,,,16,837,"165,530,763,742,189"
1105,5,False,False,0->0,,,,,16,1022,"241,81,806,718,858"
1107,5,False,False,0->0,,,,,16,212,"935,407,179,638,714"
1108,5,False,False,0->0,,,,,16,725,"308,439,941,600,141"
1109,5,False,False,0->0,,,,,16,675,"935,858,951,550,640"
1111,5,False,False,0->0,,,,,16,1309,"350,136,107,545,133"
1113,5,False,False,0->0,,,,,16,1379,"498,897,626,607,186"
1114,5,False,False,0->0,,,,,16,849,"988,246,26,487,549"
1115,5,False,False,0->0,,,,,16,645,"400,861,851,475,538"
1116,5,False,False,0->0,,,,,16,455,"17,921,231,890,554"
1117,5,False,False,0->0,,,,,16,826,"362,731,919,218,363"
1118,5,False,False,0->0,,,,,16,1188,"383,501,128,565,776"
