layer_id,trajectory_step,t,x,y,z,r,phi,particle,charge,event,beamspot_z0
7,20068,0.5970118468801678,169.5179872985694,409.2830951581583,-49.37677668070166,443.0,1.1781235674584218,-1,-1,3,-71.26365111381651
8,23312,0.7228741364470763,196.59751622283724,474.9162206273979,-47.25546476206824,514.0,1.1783115408462832,-1,-1,3,-71.26365111381651
1,1506,0.1774503712370514,-0.37101443457535116,33.24792998502819,30.0,33.25,1.5819548872180451,1,1,4,28.460591298528648
2,2287,0.7530309909756806,0.9251627441275873,50.4915247729446,30.8,50.5,1.5524752475247525,1,1,4,28.460591298528648
3,4009,0.4367133337830151,-0.184524944952648,88.4998076299869,32.800000000000004,88.49999999999999,1.572881355932204,1,1,4,28.460591298528648
4,5548,0.6076626071630412,-0.3774493703773848,122.49941849646798,34.4,122.5,1.5738775510204082,1,1,4,28.460591298528648
5,13552,0.3843319599728188,-1.011498187164155,298.99828907774264,44.8235547559249,299.0,1.5741792703282835,1,1,4,28.460591298528648
6,16822,0.3516782946954795,0.7422722716117705,370.99925745461377,47.85793815059014,371.0,1.5687955915743466,1,1,4,28.460591298528648
7,20037,0.7806581977604784,0.4916401678696731,442.9997271894706,48.9528420348366,443.00000000000006,1.5696865293484155,1,1,4,28.460591298528648
8,23311,0.1579269641267993,-1.1352091868229406,513.9987463993488,53.64160238907624,513.9999999999999,1.573004906774888,1,1,4,28.460591298528648
1,1506,0.1774503712370514,0.3789696604469897,33.24784026063138,30.0,33.25,1.5593984962406016,-1,-1,4,28.460591298528648
2,2287,0.7530309909756806,-0.9247338098081848,50.49153263054111,30.8,50.5,1.5891089108910892,-1,-1,4,28.460591298528648
3,4009,0.4367133337830151,0.21547470845979058,88.49973768689946,32.800000000000004,88.49999999999999,1.5683615819209042,-1,-1,4,28.460591298528648
4,5548,0.6076626047917804,0.3725494580862279,122.49943349624634,34.4,122.5,1.5677551020408165,-1,-1,4,28.460591298528648
5,13543,0.5831337079336398,0.9553107971740723,298.99847387784575,44.02015660075036,299.0,1.5676013019704573,-1,-1,4,28.460591298528648
6,16808,0.0483517555050433,-0.9911068489507864,370.99867615291294,46.59564833788929,371.0,1.5734677770046404,-1,-1,4,28.460591298528648
7,20081,0.5741395411079778,-0.043110921159263176,442.99999790231203,49.3897546653744,443.0,1.5708936426441682,-1,-1,4,28.460591298528648
8,23296,0.7631848871942811,0.8649526327892993,513.9992722338652,56.154310955244846,514.0,1.5691135387773583,-1,-1,4,28.460591298528648
1,1506,0.1774718762486803,-13.105509727242712,30.558274080666706,-19.5,33.25,1.9759398496240603,1,1,5,-21.13539250625634
2,2287,0.753030809514105,-18.484931190639156,46.9952903903927,-18.8,50.5,1.9455445544554455,1,1,5,-21.13539250625634
3,4009,0.4366485490162276,-34.03431778872708,81.69403413136075,-16.8,88.5,1.965536723163842,1,1,5,-21.13539250625634
4,5548,0.6077005463397485,-47.2220139245436,113.0324351719904,-15.200000000000001,122.5,1.966530612244898,1,1,5,-21.13539250625634
5,13542,0.7118018326554932,-113.55489857495294,276.5976952355753,-6.072120732119745,299.00000000000006,1.960357246863797,1,1,5,-21.13539250625634
6,16818,0.4434713727471439,-141.14932537037163,343.10037590694793,-4.835549763953247,371.0,1.9610860887493045,1,1,5,-21.13539250625634
7,20055,0.2709876816589543,-170.03951471833315,409.06669802656114,0.08634790760870226,443.0,1.9647436690872238,1,1,5,-21.13539250625634
8,23324,0.6662353967176831,-197.11165429751975,474.7030605969326,4.035198843545345,514.0,1.9643639425356414,1,1,5,-21.13539250625634
1,1506,0.177468839785292,-12.366550845789487,30.864719667907295,-19.5,33.25,1.9518796992481204,-1,-1,5,-21.13539250625634
2,2287,0.753073858682149,-20.147915208937302,46.306711314165604,-18.8,50.5,1.9811881188118814,-1,-1,5,-21.13539250625634
3,4009,0.4365847522428531,-33.66473284152973,81.8470265966237,-16.8,88.5,1.9610169491525424,-1,-1,5,-21.13539250625634
4,5548,0.607671496153586,-46.52909788934713,113.31942926790424,-15.200000000000001,122.5,1.960408163265306,-1,-1,5,-21.13539250625634
5,13543,0.2308550344940614,-115.26611328549387,275.8889688408286,-7.200131313358909,299.0,1.9665518189677254,-1,-1,5,-21.13539250625634
6,16806,0.8814630483971464,-142.4170215028576,342.5761112311461,-1.8972570267305193,371.0,1.9647837354146755,-1,-1,5,-21.13539250625634
