pileup_event,particle_id,pdg_id,charge,mass,pT,eta,layer_id,trajectory_step,x,y,z,r,phi,pileup_z0
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,1,137,12.92879462744522,-30.633458333680572,-107.5,33.25,-1.1714285714285715,-64.07212664045841
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,2,211,13.026257503825734,-48.791050567127826,-131.20000000000002,50.50000000000001,-1.3099009900990097,-64.07212664045841
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,3,395,-7.176636235990587,-88.20853639153223,-189.60000000000002,88.5,-1.6519774011299437,-64.07212664045841
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,4,640,-62.44688139226372,-105.38803065045171,-266.8,122.5,-2.1057142857142854,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,1,95,6.339919014486374,-32.6399743702374,24.5,33.25,-1.3789473684210527,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,2,144,9.173990827332709,-49.6597210251932,70.8,50.5,-1.3881188118811882,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,3,253,14.35181400028246,-87.32854879649207,172.0,88.5,-1.407909604519774,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,4,350,17.809210639218925,-121.19852316100197,262.8,122.5,-1.4248979591836735,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,5,858,16.75878447201914,-298.5299702593031,736.4698740074155,299.0,-1.5147174919011177,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,6,1067,7.092335049859353,-370.9322024083923,931.3332288482156,371.0,-1.551678356159016,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,7,1277,-8.020481055284007,-442.9273889517805,1127.5834200154738,443.0,-1.58890223941304,-64.07212664045841
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,8,1487,-28.32118660683148,-513.2191640899441,1322.7667497720306,514.0,-1.6259238298529768,-64.07212664045841
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,1,83,9.303110568579774,-31.922008610812373,11.0,33.25,-1.2872180451127821,-64.07212664045841
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,2,126,14.517434174795433,-48.36831716093172,50.0,50.5,-1.2792079207920795,-64.07212664045841
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,3,222,27.02671001466504,-84.27221930021307,135.6,88.5,-1.26045197740113,-64.07212664045841
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,4,307,39.36167454743466,-116.00391621329788,212.8,122.5,-1.2436734693877551,-64.07212664045841
