event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,n_merged
3.0,-1,4,106,-121.85307410418366,-12.572920558100863,-50.0,122.5,-3.0387755102040828,47.54800641016002,0.01,1
3.0,1,5,297,-297.8232813311747,-26.50081314095728,-123.33198120269746,298.99999999999994,-3.052844718026162,47.54800641016002,0.01,1
3.0,-1,5,297,-297.191961780649,-32.83196389144643,-122.62815230430222,299.0,-3.0315648872652043,47.54800641016002,0.01,1
3.0,1,6,375,-369.6361852316065,-31.78192202220531,-151.7105744634578,371.00000000000006,-3.0558219706761047,47.54800641016002,0.01,1
3.0,-1,6,375,-368.6279642165089,-41.88584483560295,-151.2287452920515,371.0,-3.02845157203738,47.54800641016002,0.01,1
3.0,1,7,453,-441.48760232017145,-36.57454029220556,-181.87691499563863,443.0,-3.0589375318699368,47.54800641016002,0.01,1
3.0,-1,7,453,-440.0154054760086,-51.33656536800783,-180.5872843606412,443.0,-3.0254478098620163,47.54800641016002,0.01,1
3.0,1,8,530,-512.3655801436128,-40.95744479455583,-210.2934846702877,514.0,-3.0618243416862354,47.54800641016002,0.01,1
3.0,-1,8,530,-510.3504576884122,-61.142541141402695,-210.58567189009412,514.0,-3.0223559550599357,47.54800641016002,0.01,1
4.0,0,1,21,8.870244585315158,32.044988079209624,64.25,33.25,1.300751879699248,16.483321659111457,0.01,2
4.0,1,2,58,13.556862125683494,48.64628957387407,97.6,50.50000000000001,1.299009900990099,16.483321659111457,0.01,1
4.0,-1,2,58,13.364097738978357,48.69959847496725,97.6,50.50000000000001,1.302970297029703,16.483321659111457,0.01,1
4.0,1,3,141,24.10693961214632,85.15342308173129,170.8,88.49999999999999,1.2949152542372884,16.483321659111457,0.01,1
4.0,-1,3,141,23.09497178756517,85.43343770521919,170.8,88.49999999999999,1.3067796610169493,16.483321659111457,0.01,1
4.0,1,4,215,33.82718515872167,117.73687419087344,236.4,122.5,1.2910204081632652,16.483321659111457,0.01,1
4.0,-1,4,215,31.51415919838209,118.37697314097464,236.4,122.5,1.3106122448979594,16.483321659111457,0.01,1
4.0,1,5,599,88.60672125660015,285.5693417510976,576.1275318801576,299.0,1.2699343764949051,16.483321659111457,0.01,1
4.0,-1,5,599,70.8001664917175,290.49670639225,577.7015671961595,299.0,1.3317359247211715,16.483321659111457,0.01,1
4.0,1,6,755,112.98349006760036,353.3776039481626,717.4263462955932,371.0,1.2613432798568112,16.483321659111457,0.01,1
4.0,-1,6,755,84.76030674780108,361.1878879475593,716.3860455707949,371.0,1.3402962133360663,16.483321659111457,0.01,1
4.0,1,7,912,138.6133599053653,420.7556731117784,854.2422662674397,443.00000000000006,1.252554689572122,16.483321659111457,0.01,1
4.0,-1,7,912,97.41345870928714,432.1569368438901,855.4705265529227,443.0,1.3490895529512466,16.483321659111457,0.01,1
4.0,1,8,1067,165.05074794416254,486.77946814042247,993.203903977453,514.0,1.2438945742233511,16.483321659111457,0.01,1
4.0,-1,8,1067,108.67801358773696,502.37942768650834,992.7085871801564,514.0,1.357752563613857,16.483321659111457,0.01,1
5.0,0,1,13,31.314783452978897,11.17796212612296,33.25,33.25000000000001,0.3428571428571428,12.774309851914332,0.01,2
5.0,1,2,38,47.59909759622181,16.869377819746386,50.400000000000006,50.5,0.3405940594059406,12.774309851914332,0.01,1
5.0,-1,2,38,47.5150029020455,17.10480924239167,50.400000000000006,50.5,0.3455445544554455,12.774309851914332,0.01,1
5.0,1,3,91,83.56303731569396,29.14564795258359,88.4,88.5,0.33559322033898303,12.774309851914332,0.01,1
5.0,-1,3,91,83.12590932492664,30.36993906651896,88.4,88.5,0.3502824858757062,12.774309851914332,0.01,1
5.0,1,4,139,115.88208359320043,39.71892121015503,122.0,122.5,0.3302040816326531,12.774309851914332,0.01,1
5.0,-1,4,139,114.83995553376506,42.63841710245422,122.0,122.5,0.35551020408163275,12.774309851914332,0.01,1
5.0,1,5,389,285.35921003810853,89.2811360054668,298.3044557598777,299.0,0.3032244681074001,12.774309851914332,0.01,1
5.0,-1,5,389,277.37133200391884,111.65188839590598,299.9601959603029,299.0,0.3826904901356409,12.774309851914332,0.01,1
5.0,1,6,491,355.30262561358967,106.7756724731309,370.8450785764568,371.0,0.2919341193226596,12.774309851914332,0.01,1
5.0,-1,6,491,342.5911109387277,142.3809351906652,371.2359871258109,371.00000000000006,0.3938820728389902,12.774309851914332,0.01,1
5.0,1,7,593,425.6825594289058,122.65137014341155,441.6759973325538,443.00000000000006,0.2805304435896288,12.774309851914332,0.01,1
5.0,-1,7,593,407.14532290552376,174.5900513664993,441.6583493087454,443.00000000000006,0.4050976056666328,12.774309851914332,0.01,1
5.0,1,8,693,495.4490349791983,136.8439028169731,512.2960665888444,514.0,0.2694831477863745,12.774309851914332,0.01,1
5.0,-1,8,693,470.0863545544516,207.8817434545574,513.7171827971843,514.0,0.4163655482845138,12.774309851914332,0.01,1
7.0,0,1,25,-26.213215306379315,-20.455542483677107,80.25,33.25,-2.478947368421053,23.021788705138967,0.01,2
7.0,1,2,70,-39.851387696426514,-31.01800926347637,121.6,50.5,-2.48019801980198,23.021788705138967,0.01,1
7.0,-1,2,70,-39.78988780375549,-31.096862037262703,121.6,50.5,-2.478217821782178,23.021788705138967,0.01,1
7.0,1,3,169,-69.99336095525474,-54.15883512583536,213.2,88.49999999999999,-2.4830508474576276,23.021788705138967,0.01,1
7.0,-1,3,169,-69.56280100936044,-54.71075502798439,213.2,88.49999999999999,-2.4751412429378536,23.021788705138967,0.01,1
7.0,1,4,258,-97.11327284250572,-74.66767866900001,295.2,122.5,-2.486122448979592,23.021788705138967,0.01,1
7.0,-1,4,258,-96.06775038289032,-76.00813993494826,295.2,122.5,-2.472244897959184,23.021788705138967,0.01,1
7.0,1,5,719,-239.7293785067959,-178.69198381781254,721.6173275066401,299.0,-2.5010482047893228,23.021788705138967,0.01,1
7.0,-1,5,719,-231.64572558513785,-189.05358451543563,721.2737511769096,298.99999999999994,-2.457091991540606,23.021788705138967,0.01,1
7.0,1,6,907,-298.85736639564306,-219.8301038326197,893.7607936816129,371.0,-2.5073917779795027,23.021788705138967,0.01,1
7.0,-1,6,907,-285.931670980026,-236.3981377476781,895.0980847718204,371.0,-2.450743646649552,23.021788705138967,0.01,1
7.0,1,7,1095,-358.4627334395201,-260.29496486691306,1067.710371846268,443.0,-2.513536105007191,23.021788705138967,0.01,1
7.0,-1,7,1095,-339.6668465423927,-284.38606393412937,1068.116190904777,443.00000000000006,-2.4445473557180293,23.021788705138967,0.01,1
7.0,1,8,1280,-417.8121527984484,-299.38103643004183,1237.8822582570072,514.0,-2.5198490250642056,23.021788705138967,0.01,1
7.0,-1,8,1280,-392.0399547543946,-332.4164163758647,1238.838029439174,514.0,-2.438310495880693,23.021788705138967,0.01,1
8.0,0,1,21,-5.643567365921817,-32.76755479718165,-65.25,33.25,-1.7413533834586468,24.24634810176271,0.01,2
8.0,1,2,59,-8.632186295767628,-49.75676195006224,-99.2,50.49999999999999,-1.7425742574257428,24.24634810176271,0.01,1
8.0,-1,2,59,-8.48435607144647,-49.7821825762281,-99.2,50.49999999999999,-1.7396039603960398,24.24634810176271,0.01,1
8.0,1,3,143,-15.356401608708746,-87.15750644455156,-174.0,88.5,-1.7451977401129946,24.24634810176271,0.01,1
8.0,-1,3,143,-14.666547030048193,-87.27624188870294,-174.0,88.5,-1.7372881355932202,24.24634810176271,0.01,1
8.0,1,4,218,-21.564490889148324,-120.5869923859611,-240.8,122.5,-1.7477551020408164,24.24634810176271,0.01,1
8.0,-1,4,218,-19.938350909712163,-120.8665055464134,-240.8,122.5,-1.7342857142857144,24.24634810176271,0.01,1
8.0,1,5,607,-56.79884306186291,-293.5556019340014,-588.2576345747619,299.00000000000006,-1.7619204669684254,24.24634810176271,0.01,1
8.0,-1,5,607,-44.448326602140135,-295.6777743799312,-586.9718243189284,299.0,-1.720005976844936,24.24634810176271,0.01,1
8.0,1,6,766,-72.66071422871894,-363.8150912314832,-729.4416355210675,371.0,-1.7679214894913955,24.24634810176271,0.01,1
8.0,-1,6,766,-52.9779533668833,-367.1979526863629,-729.1130627260587,371.0,-1.7140838552548905,24.24634810176271,0.01,1
8.0,1,7,925,-89.36043119046315,-433.8936659337798,-869.9687318018057,443.0,-1.7739065073034397,24.24634810176271,0.01,1
8.0,-1,7,925,-60.70077084168159,-438.8216225520636,-870.6260930041665,443.00000000000006,-1.7082508122755051,24.24634810176271,0.01,1
8.0,1,8,1082,-106.59554011018707,-502.8254078988229,-1010.118307477478,514.0000000000001,-1.7796967145671074,24.24634810176271,0.01,1
8.0,-1,8,1082,-67.48945084154795,-509.5499720587827,-1011.8114511232104,514.0,-1.7024790006093498,24.24634810176271,0.01,1
10.0,0,1,12,32.478845434169756,7.119443395619355,24.25,33.25,0.21578947368421053,17.96214608728148,0.01,2
10.0,1,2,33,49.34954340045927,10.717862014701796,36.8,50.50000000000001,0.21386138613861386,17.96214608728148,0.01,1
10.0,-1,2,33,49.31749051649322,10.86439732132436,36.8,50.50000000000001,0.21683168316831686,17.96214608728148,0.01,1
10.0,1,3,80,86.55260781134476,18.463371335039035,64.4,88.5,0.21016949152542375,17.96214608728148,0.01,1
10.0,-1,3,80,86.34943061160473,19.391385537182767,64.4,88.5,0.22090395480225988,17.96214608728148,0.01,1
10.0,1,4,122,119.89666128583208,25.12052174041088,89.2,122.5,0.20653061224489794,17.96214608728148,0.01,1
10.0,-1,4,122,119.42620672097628,27.269601174909763,89.2,122.5,0.22448979591836735,17.96214608728148,0.01,1
10.0,1,5,340,293.780876658661,55.62190674247572,216.49865033295552,299.00000000000006,0.1871164383297421,17.96214608728148,0.01,1
10.0,-1,5,340,290.1621450151996,72.15905764474961,217.41714908584663,299.0,0.2437409082571843,17.96214608728148,0.01,1
10.0,1,6,430,365.05139030315337,66.17010229503072,269.04406757526016,371.00000000000006,0.1793154800264164,17.96214608728148,0.01,1
10.0,-1,6,430,359.3055149221232,92.41507964909144,269.701144911433,371.0,0.2517480107329491,17.96214608728148,0.01,1
10.0,1,7,519,436.520316723223,75.49180808443437,324.0579180390364,443.0,0.1712461481233663,17.96214608728148,0.01,1
10.0,-1,7,519,428.1217780905584,113.84525956129517,320.5471215227012,443.0,0.2599032390734077,17.96214608728148,0.01,1
10.0,1,8,607,507.15776343409016,83.58829456647281,375.1545398132508,514.0,0.163348604752326,17.96214608728148,0.01,1
10.0,-1,8,607,495.6826759504668,135.99516448236133,374.5747950525342,514.0,0.2677704831267919,17.96214608728148,0.01,1
13.0,0,1,10,7.999718128816916,-32.273317304849186,-13.75,33.25,-1.3278195488721807,19.63702502724616,0.01,2
13.0,1,2,29,12.0576073925991,-49.0394137808145,-21.200000000000003,50.5,-1.3297029702970298,19.63702502724616,0.01,1
13.0,-1,2,29,12.203215613430542,-49.00338282906727,-21.200000000000003,50.5,-1.3267326732673268,19.63702502724616,0.01,1
13.0,1,3,70,20.86711880723291,-86.00472866467766,-36.8,88.5,-1.332768361581921,19.63702502724616,0.01,1
13.0,-1,3,70,21.692177769505992,-85.8003462907706,-36.8,88.5,-1.3231638418079095,19.63702502724616,0.01,1
13.0,1,4,107,28.50872645497793,-119.13648692115795,-51.2,122.5,-1.3359183673469388,19.63702502724616,0.01,1
13.0,-1,4,107,30.449926048674183,-118.6551811074016,-51.2,122.5,-1.319591836734694,19.63702502724616,0.01,1
13.0,1,5,298,64.36715117619345,-291.98950297820824,-126.23894461663612,299.0,-1.3538231559149696,19.63702502724616,0.01,1
13.0,-1,5,298,79.37141244676293,-288.2727508562088,-124.35355776899615,299.0,-1.3021192291020782,19.63702502724616,0.01,1
13.0,1,6,376,77.24482226545783,-362.86944957267735,-155.18337800616723,371.0,-1.3610548306714674,19.63702502724616,0.01,1
13.0,-1,6,376,101.14357544943276,-356.9467427296472,-152.9925088763743,371.0,-1.2946768361404424,19.63702502724616,0.01,1
13.0,1,7,454,89.0665773267645,-433.9540814456012,-184.55980622118184,443.0,-1.368363347681082,19.63702502724616,0.01,1
13.0,-1,7,454,123.9077654674956,-425.3185461002755,-184.17118428137584,443.00000000000006,-1.2873131387186243,19.63702502724616,0.01,1
13.0,1,8,531,99.74415365711968,-504.2292175303064,-214.4716596452693,514.0000000000001,-1.3755025112481567,19.63702502724616,0.01,1
13.0,-1,8,531,147.34543131047107,-492.4279885139869,-215.5729722604153,514.0,-1.2800531786359046,19.63702502724616,0.01,1
14.0,0,1,18,33.24458661306281,-0.5999674379206263,-53.75,33.25,-0.01804511278195489,11.868590176714402,0.01,2
14.0,1,2,51,50.48908455166298,-1.049924347287679,-81.60000000000001,50.50000000000001,-0.02079207920792079,11.868590176714402,0.01,1
14.0,-1,2,51,50.49366349885344,-0.7999665396480364,-81.60000000000001,50.50000000000001,-0.015841584158415842,11.868590176714402,0.01,1
14.0,1,3,123,88.47011467648399,-2.2997411005964787,-143.20000000000002,88.5,-0.02598870056497175,11.868590176714402,0.01,1
14.0,-1,3,123,88.49542376825272,-0.8999844872965326,-143.20000000000002,88.5,-0.010169491525423728,11.868590176714402,0.01,1
14.0,1,4,188,122.43950497976802,-3.849366221777884,-198.0,122.5,-0.031428571428571424,11.868590176714402,0.01,1
14.0,-1,4,188,122.49876530819655,-0.5499981521606851,-198.0,122.5,-0.004489795918367347,11.868590176714402,0.01,1
14.0,1,5,523,298.4467123577916,-18.18130586139486,-484.4602888544992,299.0,-0.0608445778060262,11.868590176714402,0.01,1
14.0,-1,5,523,298.90719190489847,7.44920314719641,-482.4132339437123,299.0,0.0249163009184717,11.868590176714402,0.01,1
14.0,1,6,661,370.01440839347487,-27.024758671019203,-601.5202091643928,371.0,-0.072907588368863,11.868590176714402,0.01,1
14.0,-1,6,661,370.7438282671685,13.784549387057952,-596.5431727726601,371.0,0.0371636737486005,11.868590176714402,0.01,1
14.0,1,7,798,441.40242744806255,-37.588522755728185,-716.807728629167,443.0,-0.0849520827988527,11.868590176714402,0.01,1
14.0,-1,7,798,442.4652111090687,21.76090435177853,-717.697814519771,443.0,0.0491414563400411,11.868590176714402,0.01,1
14.0,1,8,933,511.57976480725546,-49.8211224256669,-832.8390421144235,514.0000000000001,-0.0970806739161531,11.868590176714402,0.01,1
14.0,-1,8,933,513.0455288464366,31.30950863045057,-831.3504250839057,514.0,0.0609511733030054,11.868590176714402,0.01,1
15.0,0,1,9,33.15977767400152,2.447783611921295,-3.25,33.24999999999999,0.07368421052631578,74.01545084851018,0.01,2
15.0,0,2,27,50.362673681870504,3.7216225780537253,-4.800000000000001,50.5,0.07376237623762377,74.01545084851018,0.01,2
15.0,1,3,65,88.26506164809136,6.444291447368908,-8.8,88.5,0.07288135593220339,74.01545084851018,0.01,1
15.0,-1,3,65,88.25027290130582,6.643743887677081,-8.8,88.5,0.07514124293785313,74.01545084851018,0.01,1
15.0,1,4,99,122.18405427267248,8.792433195232762,-12.0,122.5,0.07183673469387754,74.01545084851018,0.01,1
15.0,-1,4,99,122.14334666727902,9.340924200361515,-12.0,122.5,0.0763265306122449,74.01545084851018,0.01,1
15.0,1,5,276,298.32828056030746,20.03090157557722,-29.57128023612844,299.0,0.067043194751773,74.01545084851018,0.01,1
15.0,-1,5,276,298.0275501511865,24.09521427342021,-29.65358298884507,299.00000000000006,0.080673479103615,74.01545084851018,0.01,1
15.0,1,6,349,370.2131064369325,24.150689893179266,-36.25781636074551,371.0,0.0651422614174167,74.01545084851018,0.01,1
15.0,-1,6,349,369.7290827852756,30.682329487163308,-34.04370023274985,371.0,0.0827962620910816,74.01545084851018,0.01,1
15.0,1,7,421,442.11165706986856,28.040732567729773,-42.91749253886326,443.0,0.0633397085110549,74.01545084851018,0.01,1
15.0,-1,7,421,441.40995252235496,37.500050856130166,-41.95969104431308,443.0,0.0847516508581388,74.01545084851018,0.01,1
15.0,1,8,493,513.0335660966247,31.504921174004014,-51.20906302429102,514.0,0.0613320650727608,74.01545084851018,0.01,1
15.0,-1,8,493,512.0727519166674,44.46905378452844,-51.38223944005679,514.0,0.086623961728993,74.01545084851018,0.01,1
17.0,0,1,20,-9.223436576277878,31.945110623121927,-61.5,33.25,1.8518796992481203,24.8603588185733,0.01,2
17.0,1,2,56,-13.941337638345534,48.5375020458784,-93.2,50.5,1.8504950495049506,24.8603588185733,0.01,1
17.0,-1,2,56,-14.085446724679873,48.495878078102734,-93.2,50.5,1.8534653465346536,24.8603588185733,0.01,1
17.0,1,3,136,-24.221466109752186,85.12091740279897,-163.60000000000002,88.49999999999999,1.848022598870057,24.8603588185733,0.01,1
17.0,-1,3,136,-24.893974216754845,84.92667453571666,-163.60000000000002,88.49999999999999,1.8559322033898304,24.8603588185733,0.01,1
17.0,1,4,208,-33.25482726079284,117.89981536819651,-226.4,122.5,1.8457142857142859,24.8603588185733,0.01,1
17.0,-1,4,208,-34.7439190245925,117.46961347860372,-226.4,122.5,1.8583673469387756,24.8603588185733,0.01,1
17.0,1,5,578,-77.08525057471657,288.89247851723866,-553.1240888597247,299.00000000000006,1.8315514298856828,24.8603588185733,0.01,1
17.0,-1,5,578,-88.85269407119692,285.4929049140981,-552.3301111551796,299.0,1.8725197341455744,24.8603588185733,0.01,1
17.0,1,6,730,-93.68726650636977,358.9758990441621,-686.2624983870171,371.0,1.826086641427869,24.8603588185733,0.01,1
17.0,-1,6,730,-112.27571753194242,353.60311544539235,-684.7922460853974,371.0,1.8782471344079483,24.8603588185733,0.01,1
17.0,1,7,881,-109.33365095446275,429.29611315380873,-819.4070009701123,443.00000000000006,1.820175953016785,24.8603588185733,0.01,1
17.0,-1,7,881,-136.51385823778173,421.4415339154826,-819.7813081295008,443.0,1.8840522022483912,24.8603588185733,0.01,1
17.0,1,8,1030,-124.01097525687877,498.8158758658728,-949.1420127501472,514.0,1.8144670077394571,24.8603588185733,0.01,1
17.0,-1,8,1030,-161.15650587818854,488.0825551206818,-949.3883538862724,514.0,1.889708802403382,24.8603588185733,0.01,1
18.0,0,1,13,30.487287472151813,13.269807933439562,31.0,33.25,0.41052631578947363,16.761479079572354,0.01,2
18.0,1,2,36,46.33649759272362,20.07931748938488,46.8,50.5,0.408910891089109,16.761479079572354,0.01,1
18.0,-1,2,36,46.256612363731655,20.262670422021564,46.8,50.5,0.4128712871287129,16.761479079572354,0.01,1
18.0,1,3,88,81.33760671638417,34.87755343556674,82.4,88.49999999999999,0.40508474576271203,16.761479079572354,0.01,1
18.0,-1,3,88,80.93832602854283,35.794376369721896,82.4,88.49999999999999,0.41638418079096046,16.761479079572354,0.01,1
18.0,1,4,135,112.77147444138063,47.84187028448021,114.0,122.5,0.4012244897959185,16.761479079572354,0.01,1
18.0,-1,4,135,111.83299784893693,49.99630578472442,114.0,122.5,0.4204081632653061,16.761479079572354,0.01,1
18.0,1,5,376,277.5858066874834,111.11759503183592,278.079577761607,299.0,0.3807649605343884,16.761479079572354,0.01,1
18.0,-1,5,376,270.35887810067004,127.6991661372426,279.67546444057706,299.00000000000006,0.441269288101457,16.761479079572354,0.01,1
18.0,1,6,474,345.62262147423905,134.85549126852368,345.1826830835126,371.0,0.3720134478658303,16.761479079572354,0.01,1
18.0,-1,6,474,334.0984002575701,161.30486336540656,343.43074068477773,371.0,0.4497984035000718,16.761479079572354,0.01,1
18.0,1,7,573,414.0462615539328,157.52680182499833,412.08830070417423,443.0,0.3635462921799305,16.761479079572354,0.01,1
18.0,-1,7,573,397.2938650079808,195.9759802297729,413.74889340398016,443.0,0.458254868776944,16.761479079572354,0.01,1
18.0,1,8,670,481.959591710156,178.63636796178912,479.19938656862695,514.0,0.3549479624190237,16.761479079572354,0.01,1
18.0,-1,8,670,458.9751596380104,231.38237364860535,477.7078493775494,514.0,0.4669448039293871,16.761479079572354,0.01,1
19.0,0,1,11,-21.186851101495485,25.625765167172272,19.5,33.25,2.261654135338346,18.42165394370655,0.01,2
19.0,1,2,31,-32.09094399285952,38.99258023838834,29.6,50.5,2.2594059405940596,18.42165394370655,0.01,1
19.0,-1,2,31,-32.20662180410476,38.89708873382896,29.6,50.5,2.262376237623762,18.42165394370655,0.01,1
19.0,1,3,75,-56.00087345225147,68.52847709226374,51.6,88.5,2.2559322033898304,18.42165394370655,0.01,1
19.0,-1,3,75,-56.73324932274971,67.9234011315888,51.6,88.5,2.266666666666667,18.42165394370655,0.01,1
19.0,1,4,114,-77.20387145628054,95.1094749862605,71.60000000000001,122.5,2.2526530612244895,18.42165394370655,0.01,1
19.0,-1,4,114,-78.82289577687008,93.77206994275362,71.60000000000001,122.5,2.269795918367347,18.42165394370655,0.01,1
19.0,1,5,319,-183.9845692398898,235.69191390799185,176.0668697716188,299.00000000000006,2.233604678727337,18.42165394370655,0.01,1
19.0,-1,5,319,-196.7192508195667,225.17223709193897,176.00427335174177,298.99999999999994,2.2888549814500614,18.42165394370655,0.01,1
19.0,1,6,402,-225.98688432648652,294.2293800972418,215.3433839293345,371.0,2.225758277867532,18.42165394370655,0.01,1
19.0,-1,6,402,-246.2500673471697,277.49216985622206,217.1282362715244,371.0,2.29661341630702,18.42165394370655,0.01,1
19.0,1,7,485,-267.14766159242686,353.3852386641216,257.9464663996108,443.0,2.218105539770629,18.42165394370655,0.01,1
19.0,-1,7,485,-296.56202255832915,329.089602959609,258.34769499588896,443.0,2.304251332560092,18.42165394370655,0.01,1
19.0,1,8,568,-306.7746061526503,412.4140407647226,299.6694246053436,514.0,2.21035046126092,18.42165394370655,0.01,1
19.0,-1,8,568,-347.06270945872365,379.135168117084,298.44519521754063,514.0,2.312058268974808,18.42165394370655,0.01,1
20.0,0,1,18,-28.858479076436673,16.515146393386434,-54.25,33.25000000000001,2.6218045112781954,17.37607845417396,0.01,2
20.0,1,2,51,-43.77986595817917,25.17088271562729,-82.4,50.5,2.61980198019802,17.37607845417396,0.01,1
20.0,-1,2,51,-43.87920902441813,24.99730016204596,-82.4,50.5,2.623762376237624,17.37607845417396,0.01,1
20.0,1,3,124,-76.57191986845997,44.373315040214685,-144.4,88.49999999999999,2.616384180790961,17.37607845417396,0.01,1
20.0,-1,3,124,-77.04382284248949,43.548815848597926,-144.4,88.49999999999999,2.6271186440677967,17.37607845417396,0.01,1
20.0,1,4,189,-105.75947544955382,61.81572091818733,-199.6,122.5,2.61265306122449,17.37607845417396,0.01,1
20.0,-1,4,189,-106.87696342702768,59.86288239483451,-199.6,122.5,2.6310204081632653,17.37607845417396,0.01,1
20.0,1,5,527,-255.02932652211183,156.08024414921337,-487.83301617108975,299.0,2.592389765479074,17.37607845417396,0.01,1
20.0,-1,5,527,-263.73974816024344,140.86285969115968,-485.8940511752437,298.99999999999994,2.6510402239986672,17.37607845417396,0.01,1
20.0,1,6,664,-314.8671203961386,196.2133952956413,-606.4267136073724,371.00000000000006,2.584315747305579,17.37607845417396,0.01,1
20.0,-1,6,664,-328.6681695752701,172.09948956357047,-605.695391484333,371.0,2.659222686189008,17.37607845417396,0.01,1
20.0,1,7,802,-374.0026088846248,237.42588011313,-722.934102775391,443.0,2.575959967852869,17.37607845417396,0.01,1
20.0,-1,7,802,-394.13910051668256,202.24581440390895,-722.09116995485,443.0,2.667493857943528,17.37607845417396,0.01,1
20.0,1,8,938,-431.67241728724593,279.0249525640777,-837.1106915191181,514.0,2.5677655844506644,17.37607845417396,0.01,1
20.0,-1,8,938,-459.2167559483891,230.9025141834485,-839.5317807602626,514.0,2.6756930765096607,17.37607845417396,0.01,1
21.0,0,1,20,-24.96918823225061,-21.95681019689688,61.0,33.24999999999999,-2.4203007518796995,13.883915454200858,0.01,2
21.0,1,2,56,-38.005443097455895,-33.25411696265654,92.4,50.49999999999999,-2.422772277227723,13.883915454200858,0.01,1
21.0,-1,2,56,-37.84035372210446,-33.4418544669104,92.4,50.49999999999999,-2.417821782178218,13.883915454200858,0.01,1
21.0,1,3,135,-66.85626169548726,-57.98698364378441,162.0,88.49999999999999,-2.427118644067797,13.883915454200858,0.01,1
21.0,-1,3,135,-66.06387576140536,-58.888150925136,162.0,88.49999999999999,-2.413559322033899,13.883915454200858,0.01,1
21.0,1,4,206,-92.91881682892532,-79.8269596008305,224.4,122.5,-2.431836734693878,13.883915454200858,0.01,1
21.0,-1,4,206,-91.07008786970684,-81.92978149246997,224.4,122.5,-2.4089795918367347,13.883915454200858,0.01,1
21.0,1,5,575,-231.62351029395475,-189.0808014556376,547.9614028847126,299.0,-2.4569744920907715,13.883915454200858,0.01,1
21.0,-1,5,575,-217.1675223797815,-205.521938545322,549.0954482219812,299.0,-2.383738679631765,13.883915454200858,0.01,1
21.0,1,6,725,-289.7583077849604,-231.6918709614046,681.8742086955496,371.0,-2.467093286640168,13.883915454200858,0.01,1
21.0,-1,6,725,-266.837535394532,-257.7571137807294,678.9382590759834,371.0,-2.373502167486878,13.883915454200858,0.01,1
21.0,1,7,876,-348.9206189714981,-272.9531125606496,811.4376159219796,443.0,-2.477751273953926,13.883915454200858,0.01,1
21.0,-1,7,876,-315.44699657891647,-311.0340694350718,811.5822881535441,443.0,-2.363238364937829,13.883915454200858,0.01,1
21.0,1,8,1024,-408.0721376090107,-312.5270076444796,941.41135082729,514.0,-2.488016814930079,13.883915454200858,0.01,1
