event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,beamspot_z0
18.0,1,3,66,86.87224605593029,-16.895646338566216,53.97290886882728,88.50000000000001,-0.1920903954802259,1.070909523275001,0.01,39.572908868827284
18.0,1,4,101,118.58591086278338,-30.71858956469185,59.572908868827284,122.5,-0.253469387755102,1.070909523275001,0.01,39.572908868827284
18.0,1,5,297,245.1592879987344,-171.1663620807359,89.76779974962432,298.99999999999994,-0.6095063236101125,1.070909523275001,0.01,39.572908868827284
18.0,1,6,390,263.4892574880185,-261.1788873328253,104.54664895940476,371.0,-0.7809947033342961,1.070909523275001,0.01,39.572908868827284
18.0,1,7,503,243.5553117251851,-370.040281767334,122.41371017411305,443.0,-0.9886879968788724,1.070909523275001,0.01,39.572908868827284
18.0,1,8,671,138.48913555389336,-494.9916760244917,150.64780070712288,514.0,-1.2979909584951317,1.070909523275001,0.01,39.572908868827284
18.0,-1,1,9,33.0912918315431,-3.2448274098399463,44.822908868827284,33.25,-0.0977443609022556,1.070909523275001,0.01,39.572908868827284
18.0,-1,2,27,50.35709715065441,-3.7964149614541247,47.572908868827284,50.49999999999999,-0.0752475247524752,1.070909523275001,0.01,39.572908868827284
18.0,-1,3,66,88.4925283537227,-1.149967636754874,53.97290886882728,88.5,-0.0129943502824858,1.070909523275001,0.01,39.572908868827284
18.0,-1,4,101,122.35552840626949,5.947660752143294,59.572908868827284,122.5,0.0485714285714285,1.070909523275001,0.01,39.572908868827284
18.0,-1,5,297,274.8891970001624,117.63047807692487,90.56177745416866,299.0,0.4043409823567609,1.070909523275001,0.01,39.572908868827284
18.0,-1,6,390,311.11983901218065,202.10256250981783,106.01690126102417,371.00000000000006,0.5760919738855045,1.070909523275001,0.01,39.572908868827284
18.0,-1,7,503,313.7861636338572,312.7095193817198,122.0394030147239,443.0,0.7836796468594401,1.070909523275001,0.01,39.572908868827284
18.0,-1,8,671,236.38106202912343,456.4208513137668,150.4014595709978,514.0,1.0929302633533633,1.070909523275001,0.01,39.572908868827284
19.0,1,1,19,1.1287609473776197,-33.230835059078416,-23.249362905697325,33.25,-1.536842105263158,32.639204833608204,0.01,35.000637094302675
19.0,1,2,54,1.7248789433231544,-50.47053390475357,-53.799362905697336,50.5,-1.5366336633663369,32.639204833608204,0.01,35.000637094302675
19.0,1,3,131,2.815000028946758,-88.4552190367365,-120.19936290569734,88.5,-1.5389830508474578,32.639204833608204,0.01,35.000637094302675
19.0,1,4,200,3.622022072691176,-122.4464411737023,-179.79936290569734,122.5,-1.5412244897959184,32.639204833608204,0.01,35.000637094302675
19.0,1,5,556,5.7419584542112325,-298.94486099130404,-489.55879220234294,299.0,-1.5515912718078877,32.639204833608204,0.01,35.000637094302675
19.0,1,6,702,5.4241070508027365,-370.96034702202536,-615.7924920776288,371.00000000000006,-1.556175571257577,32.639204833608204,0.01,35.000637094302675
19.0,1,7,847,4.576288353616515,-442.9763623320149,-742.2619348000283,443.0,-1.560465921039878,32.639204833608204,0.01,35.000637094302675
19.0,1,8,991,3.0110337809713563,-513.9911805425944,-865.8848863189903,514.0,-1.564938250914207,32.639204833608204,0.01,35.000637094302675
