event,pT,eta,phi,px,py,pz,E
172,2.002823849113949,-2.4289419358206725,-0.8634107894231342,1.3015327485037884,-1.52227325902802,-11.274636470606476,11.451145397509771
173,107.74048666342162,1.446351565799679,0.8107909023946798,74.22515538209811,78.0937819225982,216.1361160628694,241.5012073121232
174,88.70947776821899,1.1400760957941536,-1.0186817377157458,46.52712736915159,-75.52878831733555,124.5131384996141,152.88195807528834
175,282.6548862146918,-1.1828501000655811,-0.694877741996235,217.11625975003665,-180.9815306963532,-417.9417845399635,504.5484317342486
176,0.8032085268684201,-1.559485471583118,0.3131574558265538,0.7641449742685616,0.2474396814058667,-1.8257448311686864,1.9946147813984816
177,0.9734824377814698,0.7274026697611458,-2.6314951913367666,-0.8495551296491852,-0.4753147781793758,0.7722322900511974,1.2425822976634866
178,2.285322659594914,-2.2599996955426964,1.366530705809493,0.4635733667792653,2.2378112950092346,-10.830984777009444,11.069459376964543
179,4.336023860641638,-1.850336823336053,-2.973004792155655,-4.274550719450212,-0.7275431718470668,-13.452032306113358,14.133586808902086
179,0.9963040337364154,-1.5540547243233622,1.098851252499679,0.4529393354574342,0.8873937604213984,-2.251260335412318,2.461868157607193
180,1.0789979079301903,-1.7988563588474242,-2.707903272871059,-0.9791059776508658,-0.4534180960725648,-3.170767397166845,3.349328645005434
180,0.9138412559432304,1.179211416253968,2.3584435262589687,-0.6476350031881536,0.6447284263233481,1.345305793369208,1.6263313065721434
181,51.80345232382934,1.1987676643995815,3.0882211423738988,-51.72968829754228,2.763516112921603,78.07977783355555,93.70191769224712
182,147.38677648613952,0.9027314520774162,0.7851927322346297,104.23959657509444,104.19677724784394,151.8724881199681,211.63202624065457
182,55.41610626875482,0.6124137573088215,0.2067747796790013,54.235641012760894,11.377173547276811,36.099109675119614,66.13690764865137
182,7.033630764680373,-0.3117568474871859,-2.8045697005219945,-6.637941860045221,-2.3258739425251727,-2.228475843467472,7.378215659546437
183,0.5493581296108232,1.0139004683630262,-0.909322342223044,0.3374600534893271,-0.4334917148787073,0.6574525642638221,0.8567603100205898
184,3.544186910647069,0.4957121475113455,2.3546168261111307,-2.50216166776155,2.5100692910728086,1.829739610163496,3.988634841471864
185,22.52891892601137,-1.1281793450750686,-2.15287556467673,-12.385542529714565,-18.818887433092986,-31.162040999271227,38.45289309291376
186,257.54668556657754,0.0655638609081034,1.773178007294944,-51.76764886181415,252.290320420046,16.8978552439143,258.100431534265
187,126.0763216359738,0.4943647497163481,0.784766637801081,89.20570433650035,89.09310406022678,64.89767199737497,141.79896582111022
188,1.411957630036937,-0.8133236680017226,-0.4854933235060665,1.2487986541979068,-0.6588825921915228,-1.2792405005155123,1.90527704210666
189,29.755017458038445,-1.2761077775001772,2.2569391393469886,-18.851517864928223,23.021323552664484,-49.14854069105243,57.45380854206455
190,4.423252632189943,-0.6220124312044135,-1.7617907159941175,-0.8396894720413359,-4.342819986911523,-2.93219589554899,5.306876352248053
191,231.7807915329368,0.748941615617452,0.0665840283831614,231.2671890409161,15.421497876272817,190.27972685031625,299.8811594179695
192,7.952314997477793,-0.4935285063590491,-3.0450448247698394,-7.915280093720611,-0.7665864967898063,-4.085968965858314,8.940607149912555
192,1.4384330039653916,-1.8398280946892045,2.309040700810297,-0.9680516006278412,1.0639387225863972,-4.413552052567573,4.6420395547238
193,37.59416617772568,-1.1252533795515085,1.5997584242428589,-1.0886536950720922,37.57840022846448,-51.81279099936648,64.01473769174162
193,5.5317824321980655,0.0956498002187936,-0.8530340418792595,3.638257152814648,-4.166977533796913,0.5299210539236315,5.557106549326428
194,0.536791981297978,0.7138222702220117,0.9941210653722844,0.292680402650271,0.4499820141853271,0.4165538016084381,0.6794576519697535
195,1.9455262127764348,1.6672989909363731,-2.4272353887296743,-1.469873212456337,-1.2745763939064247,4.969927190872091,5.33715734517636
196,0.7323046468985667,0.8314646459609374,-2.652829234569884,-0.6465621355033959,-0.3438422615132158,0.6815079708635868,1.000361539754422
197,10.968953248306928,1.350180736321133,2.598422724587481,-9.390242266486394,5.6693284911209325,19.73824394609921,22.58132435087157
198,0.9315806837010718,1.9152878221978848,-2.096702814615005,-0.4676508987526362,-0.8056954804023714,3.093589910862469,3.230811214979145
199,0.514222913169114,-1.7560960588027292,-1.2932488400359594,0.1408959564951212,-0.494543763353108,-1.4442136630036548,1.5330291285016615
200,6.469034396056583,-2.330455402596713,-1.4262760326079666,0.9316557225551254,-6.401595397398483,-32.94476009952795,33.57388306456094
201,168.03719498513308,1.0107583250205234,-2.604929535163825,-144.4144444318096,-85.91255518213511,200.27857347966247,261.43451549770583
202,97.20631470841982,-1.0337062718491306,1.7986775921798728,-21.96027444643373,94.69326251338934,-119.358679439044,153.93362847872072
203,78.31110257607422,2.1312516917067192,1.1969710832856773,28.59758240142321,72.90272332001204,325.2541064684571,334.5487446714976
204,2.6748643815198183,2.0022830287287814,-0.7992145131108463,1.865102602142865,-1.9173658344205768,9.724359971884072,10.085537978824163
205,11.493511694238016,-0.2395474967949291,-1.069140804439707,5.526973910909832,-10.07736922285316,-2.779649156876248,11.82485773702622
206,77.16698243870823,-0.1618808487939927,2.760264184444682,-71.62415987594294,28.717989148985897,-12.546487183490113,78.18028856010565
207,10.971821561704566,0.3867134633401055,2.478963714825223,-8.64993897311844,6.749772154911004,4.349498344546318,11.802499914471358
208,1.3118469356225442,-2.063288668264436,-0.3541779210730419,1.230423113322539,-0.4549740044265495,-5.079982674729908,5.246633812079731
209,0.7554023340901483,-1.982650604858016,-1.810624619493317,-0.1794351257763266,-0.7337817945319153,-2.690842202110012,2.794863939980817
210,6.122127073336142,-1.8070958844760845,1.1817161843167112,2.3223521940477405,5.664549425053771,-18.14781403293163,19.152639350124712
211,49.94690525664988,0.3724118338124143,-2.98825745522114,-49.36088689445727,-7.628642717374831,19.033769713200613,53.45070377658195
212,126.42990693538694,0.2571079253322286,-0.3507947595776661,118.73031231339898,-43.44691364934153,32.86545015887954,130.63176942013914
