event,n_hard_nu,sum_px,sum_py,met_hard_nu
457,2,-37.466056292773025,-23.34794437434045,44.145576003043985
459,2,-54.752165709951825,-28.54752476513244,61.74755719982674
466,2,-11.784910224232485,-5.564973681593479,13.032767974227403
471,2,-33.27395283052251,7.476750887863787,34.10363236969061
477,2,79.46783224552226,62.47852642544086,101.0875987750079
478,2,17.455197262418274,0.6127773487190851,17.465949946940693
479,2,9.8237720981164,54.612602896188804,55.48912409952549
482,2,46.37337635335005,-18.528056409122616,49.93775033688517
483,2,23.32689095642784,103.03699443610577,105.64452690091979
494,2,-0.14329719159606213,-35.92825439318799,35.928540157189126
495,2,20.30730357475737,-0.41547806490743433,20.311553374859656
498,2,42.914400867688066,12.911693772106654,44.81470336727985
504,2,44.52235045565681,6.783891628506439,45.03621737805745
508,2,-27.835626041670555,26.296856340475767,38.29290705239482
515,2,-8.920675948900957,-18.479758309270263,20.5202321272042
516,2,29.766746481934717,3.280047834314651,29.946918203968252
530,2,-91.53847770088285,-87.83428297897906,126.86273750091631
555,2,9.73628489511994,30.18121941361646,31.712793141755895
559,2,-71.60521096004014,-35.027118583174996,79.71326911419237
562,2,5.257032676736507,-11.665902274638476,12.79568944784495
569,2,20.77615523975071,30.243701163032064,36.69237095889291
572,2,44.70701770979366,32.07292978102575,55.02172532048056
579,2,-3.74540278825031,-0.2961206847583311,3.7570905640102605
584,2,-35.94196541898855,2.9948367129916207,36.06652083466399
589,2,-3.585874187654017,-27.82391460555377,28.054032110675852
591,2,71.07620288734164,-76.1232876742636,104.14692286967122
602,2,19.1025177768242,69.73495999996135,72.30401670453789
608,2,-1.1286760493843815,-37.00276825114589,37.01997795613153
609,2,-0.9832736503992627,-10.44704856593146,10.493219277728835
614,2,19.6061629829827,-10.932243893574086,22.4480641362205
616,2,7.213910268406366,-0.9201147304412878,7.272352609561355
617,2,20.21379264966254,-3.0238898414841415,20.43872116980371
619,2,168.9961138269031,88.12128931441246,190.5913117616592
625,2,-10.179852185954072,-0.45542151337946635,10.190034312146487
626,2,175.36320358616473,42.057935922256505,180.33613932332946
627,2,-55.24422531285684,69.68736422523425,88.92835972330846
633,2,5.262061157651136,168.7488912114948,168.83091415003287
647,2,-4.3861131101361615,-52.3049467860899,52.48852680834741
652,2,36.03711012303624,-32.117036695460655,48.27191059112336
659,2,95.49779917795831,16.706725812421745,96.94815281997433
661,2,23.725609073654738,-31.494342980445204,39.43092904923502
666,2,-11.291709351105846,-131.00319306835712,131.48893221170783
674,2,-4.57836224522255,9.521689833595435,10.56522494486861
676,2,-32.20325360651086,-2.6747757991983043,32.31414502073716
678,2,89.82470873207042,56.400242647767996,106.06349829007337
681,2,20.154377695122005,-2.790772637655408,20.34667914409419
682,2,-38.051456528647094,-28.05169854267335,47.27378909163662
684,2,-20.762705139237564,87.19220977066131,89.63019228691817
698,2,-0.4889931564160044,41.758878092907736,41.76174103034201
706,2,39.61584782824442,-29.30332580124317,49.275757753325536
708,2,3.8729827684529283,38.34410156701513,38.53920238544521
712,2,-3.752835376609517,5.840078145406633,6.9419223640421155
713,2,39.4697189098971,-85.54979805704676,94.21585141804839
718,2,-61.272927684610224,-3.0923351092254574,61.35091037198407
731,2,-21.60302605052172,21.683049932569638,30.607930163894263
733,2,40.82071262754704,23.215525877111517,46.96052833147869
738,2,9.550343250861001,-43.8181309519234,44.84682437284912
751,2,-82.91475522555886,-70.318459287345,108.71771866011693
756,2,5.019502616579146,13.919704192325417,14.797079824062811
757,2,-8.367383496737963,-43.4482845940311,44.246655701255015
761,2,-34.38865180592413,-17.422471254164634,38.55025133032574
762,2,41.36357365717916,-26.012397770438675,48.862972315040444
774,2,-29.377372731506604,99.07925576051966,103.3427740612005
775,2,35.08462775534371,34.65499582167257,49.31429650852963
781,2,-4.84941905226275,-28.764543990191402,29.170462048245057
791,2,-56.49309507914695,-56.84494949734949,80.1424860793434
794,2,-3.513070437953799,-41.33892126615628,41.4879268625403
795,2,-160.61157713026267,-96.17310113399279,187.20401729129512
