event,particle,charge,x,y,z,px,py,pz,E,photon_pT,weight
77.0,electron,-1,-23.405545492976557,2.1048610824006158,-52.42428746568778,-2.2387491259818595,0.20133074488486688,-5.014402581612492,5.495158320594817,4.495567469372665,0.01
78.0,positron,1,15.878126895758783,17.32440724187069,-75.03947311740755,0.300433255667694,0.3277986190914277,-1.4198370727389131,1.4878337907552517,0.8892965215030066,0.01
78.0,electron,-1,15.878126895758783,17.32440724187069,-75.03947311740755,0.300433255667694,0.3277986190914277,-1.4198370727389131,1.4878337907552517,0.8892965215030066,0.01
79.0,positron,1,-19.523009269947472,-13.080600484899191,32.22831908843279,-1.8567181562347925,-1.244018689892847,3.065045166399314,3.7933476883305115,4.46989253226278,0.01
79.0,electron,-1,-19.523009269947472,-13.080600484899191,32.22831908843279,-1.8567181562347925,-1.244018689892847,3.065045166399314,3.7933476883305115,4.46989253226278,0.01
80.0,positron,1,-23.39278090939293,2.2422759252914806,120.38177579915427,-3.1258937980468327,0.2996273267178758,16.086186923477072,16.389826060963202,6.280442204680735,0.01
80.0,electron,-1,-23.39278090939293,2.2422759252914806,120.38177579915427,-3.1258937980468327,0.2996273267178758,16.086186923477072,16.389826060963202,6.280442204680735,0.01
81.0,positron,1,22.071838519540204,8.067462077217426,-75.18711692869005,3.7481357050395263,1.3699784290239947,-12.767922222243387,13.377040032557268,7.9813187279755216,0.01
81.0,electron,-1,22.071838519540204,8.067462077217426,-75.18711692869005,3.7481357050395263,1.3699784290239947,-12.767922222243387,13.377040032557268,7.9813187279755216,0.01
82.0,positron,1,-22.565533956076322,6.5609966679740435,-95.31379677010106,-1.5163164865763443,0.4408735656504425,-6.404717997013061,6.5965140649903535,3.158217971168275,0.01
82.0,electron,-1,-22.565533956076322,6.5609966679740435,-95.31379677010106,-1.5163164865763443,0.4408735656504425,-6.404717997013061,6.5965140649903535,3.158217971168275,0.01
83.0,positron,1,-20.524994755834673,-11.444413059347301,-10.44640153254893,-7.392237357688962,-4.121794853569023,-3.7623531981841465,9.262271187738287,16.92741751919889,0.01
83.0,electron,-1,-20.524994755834673,-11.444413059347301,-10.44640153254893,-7.392237357688962,-4.121794853569023,-3.7623531981841465,9.262271187738287,16.92741751919889,0.01
84.0,positron,1,23.299872742704114,3.0603807236672105,82.46597480442011,1.0582788420390388,0.13900231148066147,3.745599698649416,3.8947134493601774,2.1347372204601256,0.01
84.0,electron,-1,23.299872742704114,3.0603807236672105,82.46597480442011,1.0582788420390388,0.13900231148066147,3.745599698649416,3.8947134493601774,2.1347372204601256,0.01
85.0,positron,1,-22.67107834613536,-6.186453477024815,-93.34724546866585,-28.3904536588351,-7.74714894767907,-116.8965413200041,120.54392373052826,58.85698516818503,0.01
85.0,electron,-1,-22.67107834613536,-6.186453477024815,-93.34724546866585,-28.3904536588351,-7.74714894767907,-116.8965413200041,120.54392373052826,58.85698516818503,0.01
86.0,positron,1,20.659522241754285,-11.199738422948101,6.4446390699567955,0.5278456877322599,-0.28615054893837016,0.1646589355872093,0.6225879630895427,1.2008383849882098,0.01
86.0,electron,-1,20.659522241754285,-11.199738422948101,6.4446390699567955,0.5278456877322599,-0.28615054893837016,0.1646589355872093,0.6225879630895427,1.2008383849882098,0.01
87.0,positron,1,14.111594883678992,18.791298247830692,4.601598426627701,0.3764353169558866,0.5012692307455596,0.12275041740566962,0.6387816955088726,1.2537533881013825,0.01
