event,layer,forward_xn3,abs_xn1_mm,abs_xn2_mm,cur_ds_before,trial_ds,trial_dw,ds_ratio,dw_ratio,result
1,1304,378.33920715756096,3.907475006500624e-06,2.611578827274383,,3.8175350132636815e-06,1.616614554680632,0.8317151647027223,1.3170000437888398,accepted
1,1304,378.3481918667853,6.613255663917723e-06,0.38218412753519776,,4.581694417568746e-06,1.4548558381266925,1.2001708960494302,0.8999398365642604,accepted
1,1302,304.92216187340995,5.364426839690498e-06,0.295247352578743,,4.152001210419469e-06,1.3331751841938315,0.9062152190897768,0.9163623977413873,accepted
1,1302,304.9207784046026,9.027217814639816e-06,0.933311744135342,,5.285723339655177e-06,1.2805450698801573,1.27305438312268,0.9605227317927466,accepted
1,808,124.90636484191849,0.09996188626384805,0.005440481811329517,5.285723339655177e-06,0.03515058507754539,1.1978417589914778,6650.0992993398895,0.9354155407459267,3x_ds
1,808,124.90601763699415,0.0999645921497101,0.29455924228883135,5.285723339655177e-06,0.03502078425952489,1.202314012387121,6625.542429886148,0.9389080014963022,3x_ds
1,806,90.23303215072349,0.09943545004914951,0.004634412110836368,5.285723339655177e-06,0.03505604825234277,1.1978413452235237,6632.21398466718,0.9354152176273081,3x_ds
1,806,90.23280022852192,0.09943716351713745,0.20463423507457268,5.285723339655177e-06,0.03499322051274088,1.2000126763454473,6620.327675913459,0.9371108480061175,3x_ds
1,804,51.47136109965333,0.09678542872683527,0.9693395328163598,5.285723339655177e-06,0.032869707366165644,1.245851013938228,6218.582633632496,0.9729068060484772,3x_ds
1,804,51.46914709415412,0.09683560007315184,1.0805185176038954,5.285723339655177e-06,0.03258938471920777,1.2572188728465652,6165.548710185387,0.9817841655227527,3x_ds
1,802,33.920159124499946,0.09895104231117005,0.7334941443723366,5.285723339655177e-06,0.03417858043329897,1.2255911265492188,6466.206843797593,0.9570855063023425,3x_ds
1,802,33.921543383968874,0.0990108548323593,0.6664017558071205,5.285723339655177e-06,0.03433367607306591,1.220792202900406,6495.549211871109,0.9533379430484681,3x_ds
2,1304,378.34841115259917,3.331711343738751e-06,0.0017019120910246864,,6.314469547333462e-06,1.0858093190340858,0.8819478733586246,0.866025635132141,accepted
2,1304,378.3472841627505,2.9828505208714406e-06,0.8995629762456706,,6.084658042047849e-06,1.0423076581543849,0.9636055723187928,0.959936187581813,accepted
2,1302,304.92202749636635,7.817840950851998e-07,0.4105012385986275,,5.6489945099798315e-06,0.9651268389158077,0.9283996686325874,0.9259519791159923,accepted
2,1302,304.9220840499416,4.1279466482882683e-07,0.36635635794166066,,4.764782288048956e-06,0.903509744278964,0.8434744058666057,0.9361564800062318,accepted
2,808,124.90633154218152,0.09996132388653813,0.09136962492868916,4.764782288048956e-06,0.035125017038475176,0.8457675214059115,7371.798943799777,0.9360912007439023,3x_ds
2,808,124.90609720878173,0.09995249712630162,0.2586301774664358,4.764782288048956e-06,0.034945247120732596,0.850043379502847,7334.070059902295,0.9408236987872386,3x_ds
2,806,90.23301411644879,0.09943514146652394,0.05723734268449679,4.764782288048956e-06,0.03504596739003717,0.8453972574327923,7355.208542883394,0.9356813944574026,3x_ds
2,806,90.23291933070718,0.09943792204576812,0.14276259227626095,4.764782288048956e-06,0.03499484704963684,0.8466558908287304,7344.479754596771,0.9370744435129416,3x_ds
2,804,51.471087875055794,0.09686305174047138,0.9837329452107024,4.764782288048956e-06,0.03164117965869513,0.9138931640456827,6640.634922199416,1.0114923163059022,3x_ds
2,804,51.46944738439155,0.09675773932266285,1.0661256423289185,4.764782288048956e-06,0.03121499871748449,0.9253635002220761,6551.190973778185,1.0241876261783456,3x_ds
