trial,event,mode,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
4,0,rphi_only,True,0.07190312880279508,0.6275311736558714,16,True,True
4,0,z_only,False,0.22043142766753898,0.6014394000690528,13,False,False
4,0,full,False,0.22002999486060754,0.6046415873881562,13,False,False
4,1,pixel_only,True,0.07189199908424007,0.5098111679898344,16,True,True
4,1,rphi_only,True,0.07189462702659512,0.5102286645454466,16,True,True
4,1,z_only,False,0.2525909209504871,0.7536031573312896,12,False,False
4,1,full,False,0.25156380799286754,0.7527875403061434,12,False,False
4,2,pixel_only,True,0.07189871283523565,0.6628253663910119,16,True,True
4,2,rphi_only,True,0.07189870002515032,0.6793354546453646,16,True,True
4,2,z_only,False,,,0,False,False
4,2,full,False,,,0,False,False
4,3,pixel_only,True,0.07190185530537212,0.41995809945659174,16,True,True
4,3,rphi_only,True,0.07190031715776048,0.4146172904861063,16,True,True
4,3,z_only,False,0.27048052388244914,0.9059472249231751,14,False,True
4,3,full,False,0.26094038171516853,0.9059092688121617,14,False,True
4,4,pixel_only,True,0.07189613461923168,0.7342546300395721,16,True,True
4,4,rphi_only,True,0.07189615117851215,0.7354840250366759,16,True,True
4,4,z_only,False,0.3159951973220288,0.7236424190546172,12,False,False
4,4,full,False,0.313084785852701,0.7250966256847394,12,False,False
4,5,pixel_only,True,0.07189920074648912,0.6172303001901993,16,True,True
4,5,rphi_only,True,0.07189573741221884,0.6076351799688993,16,True,True
4,5,z_only,False,,,0,False,False
4,5,full,False,,,0,False,False
4,6,pixel_only,True,0.07188297097242989,0.6631143725437443,16,True,True
4,6,rphi_only,True,0.07188345661491648,0.6620397690084089,16,True,True
4,6,z_only,False,,,0,False,False
4,6,full,False,,,0,False,False
4,7,pixel_only,True,0.07184813686188439,0.6333262839849378,16,True,True
4,7,rphi_only,True,0.07185886111809273,0.6253611291307948,16,True,True
4,7,z_only,False,,,0,False,False
4,7,full,False,,,0,False,False
