trial,event,mode,direct_delta_s,direct_delta_w,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
12,6,pixel_only,0.051748793439293055,0.6887890978247417,True,0.05174879343980716,0.6887890978352873,16,True,True
12,6,rphi_only,0.05174904729437587,0.6845166670216482,True,0.05174904729519656,0.6845166670109595,16,True,True
12,6,z_only,0.5952565042733999,0.8527320311767294,False,0.320184394941082,0.7014931940986163,9,False,False
12,6,full,0.5941384912126242,0.850067528123932,False,0.30933994537382614,0.6983021849106879,9,False,False
12,7,pixel_only,0.05161407287966216,0.681303434622067,True,0.05161407287911056,0.6813034346181039,16,True,True
12,7,rphi_only,0.0516141916212094,0.6814396633990005,True,0.05161419162126576,0.6814396633975851,16,True,True
12,7,z_only,0.620722738150975,0.7662284481107973,False,0.31585863409012765,0.9279500578569385,9,False,False
12,7,full,0.6221862847800235,0.7651618777144514,False,0.3151155512694555,0.9269034024957438,9,False,False
12,8,pixel_only,0.051765788529092006,0.674148695683823,True,0.05176578852882123,0.6741486956838185,16,True,True
12,8,rphi_only,0.05176684765936846,0.6696983398063389,True,0.05176684765936846,0.6696983398063389,16,True,True
12,8,z_only,0.6694199146650169,1.0780332399263157,False,0.3249722216676339,1.3413978005636487,8,False,False
12,8,full,0.664198064205694,1.0784885484818054,False,0.29727149582530826,1.341170806705789,8,False,False
12,9,pixel_only,0.05153797459109027,0.7251921262586986,True,0.051537974590718856,0.7251921262562167,16,True,True
12,9,rphi_only,0.051529474768710885,0.721112361336043,True,0.051529474768785576,0.7211123613322696,16,True,True
12,9,z_only,0.6753970640290095,0.8025712061854513,False,0.3452400339286814,1.0473681781816064,9,False,False
12,9,full,0.6843060605887884,0.7912691054860177,False,0.3407522220233412,1.0395437729033024,9,False,False
12,10,pixel_only,0.05172282739129061,0.7552221742710121,True,0.051722827391233434,0.7552221742710277,16,True,True
12,10,rphi_only,0.051724489428854645,0.7586941413565212,True,0.05172448942897364,0.7586941413612942,16,True,True
12,10,z_only,0.4857976923440101,0.7639998443693838,False,,,0,False,False
12,10,full,0.4857913763550868,0.7674362037603015,False,,,0,False,False
12,11,pixel_only,0.05173958913355114,0.8122543034251503,True,0.05173958913313573,0.8122543034251412,16,True,True
12,11,rphi_only,0.05174023429827119,0.8153527043336283,True,0.05174023429855036,0.8153527043336312,16,True,True
12,11,z_only,0.6275620480730509,0.8125095052694673,False,,,0,False,False
12,11,full,0.627748132624743,0.8154637075761162,False,,,0,False,False
12,12,pixel_only,0.05176603568572386,0.7851509783974986,True,0.051766035685507604,0.785150978392675,16,True,True
12,12,rphi_only,0.051766740738418804,0.7921174724899626,True,0.05176674073841104,0.7921174724896934,16,True,True
12,12,z_only,0.6148576655396506,0.8291479191071549,False,0.29815542661326055,1.0243490493400143,8,False,False
12,12,full,0.6139655652375924,0.8364032165091344,False,0.27816402275635527,1.0684740925904521,7,False,False
12,13,pixel_only,0.05176559446735749,0.7929946613213913,True,0.051765594467093445,0.792994661321387,16,True,True
12,13,rphi_only,0.05176807468194554,0.8004746046531281,True,0.051768074682432774,0.8004746046531285,16,True,True
12,13,z_only,0.7888740126219,0.9009070282161874,False,,,0,False,False
12,13,full,0.7947380821594345,0.9023673241187062,False,,,0,False,False
12,14,pixel_only,0.05173973081116609,0.628724180625421,True,0.051739730811837296,0.6287241806427255,16,True,True
12,14,rphi_only,0.0517405452472494,0.6292400188731643,True,0.05174054524752355,0.6292400188731643,16,True,True
12,14,z_only,0.610665079883143,0.6528001508034852,False,0.23196951760565912,0.8245263343416969,9,False,False
12,14,full,0.6139523417959645,0.6502086850562672,False,0.2369075288354155,0.8235055780908628,9,False,False
12,15,pixel_only,0.051776067747210656,0.6461309364136752,True,0.05177606774775461,0.6461309364136757,16,True,True
12,15,rphi_only,0.051775732617097864,0.6459569948002007,True,0.05177573261804081,0.6459569948099984,16,True,True
12,15,z_only,0.6459424393755449,0.9662513619900794,False,,,0,False,False
12,15,full,0.6458668873216052,0.9661856271972993,False,,,0,False,False
13,0,pixel_only,0.05177131597792917,1.6368286862176065,True,0.05177131597738019,1.6368286862176065,16,True,True
